aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,taxa_name,TG_latest,unreviewed_traitValue,References,PataHunt_traitValue,filter_or_not,campbell_diet,same_or_not,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
104485,Candacia tenuimana,Candacia tenuimana,718,"(Giesbrecht, 1889)",220,Species,104157,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia tenuimana,urn:lsid:marinespecies.org:taxname:104485,"Candacia tenuimana (Giesbrecht, 1889)",Calanoid,Candacia tenuimana,Candacia tenuimana,carnivore,carnivore,[1] [2] [A],carnivore,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
104486,Candacia varicans,Candacia varicans,721,"(Giesbrecht, 1893)",220,Species,104157,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia varicans,urn:lsid:marinespecies.org:taxname:104486,"Candacia varicans (Giesbrecht, 1893)",Calanoid,Candacia varicans,Candacia varicans,carnivore,carnivore,[1] [2] [A],carnivore,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
104479,Candacia giesbrechti,Candacia giesbrechti,704,"Grice & Lawson, 1977",220,Species,104157,Animalia,Arthropoda,Copepoda,Calanoida,Candaciidae,Candacia,Candacia giesbrechti,urn:lsid:marinespecies.org:taxname:104479,"Candacia giesbrechti Grice & Lawson, 1977",Calanoid,Candacia giesbrechti,Candacia giesbrechti,carnivore,carnivore,[1] [2] [A],carnivore,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
220834,Canthocalanus pauper,Canthocalanus pauper,725,"(Giesbrecht, 1888)",220,Species,204079,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Canthocalanus,Canthocalanus pauper,urn:lsid:marinespecies.org:taxname:220834,"Canthocalanus pauper (Giesbrecht, 1888)",Calanoid,Canthocalanus pauper,Canthocalanus pauper,omnivore,omnivore,[A],omnivore,0,omni,TRUE,4660.9588,3.11806966887671E-06,4660.9588,0.005914664,NA,NA,NA,NA,NA,NA
104499,Centropages typicus,Centropages typicus,770,"KrÃ¸yer, 1849",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages typicus,urn:lsid:marinespecies.org:taxname:104499,"Centropages typicus KrÃ¸yer, 1849",Calanoid,Centropages typicus,Centropages typicus,omnivore,omnivore,"Calbet et al (2007; 10.1016/j.pocean.2007.01.003) - genus Centropages in general, consistently display selection for large motile prey",omnivore,0,NA,NA,6875250.00000197,0.004599377,NA,NA,6875250.00000197,NA,NA,NA,NA,NA
104496,Centropages hamatus,Centropages hamatus,757,"(Lilljeborg, 1853)",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages hamatus,urn:lsid:marinespecies.org:taxname:104496,"Centropages hamatus (Lilljeborg, 1853)",Calanoid,Centropages hamatus,Centropages hamatus,omnivore,omnivore,[1] [A] and [2] Benedetti et al (2016; 10.1093/plankt/fbv096) - small omnivorous,omnivore,0,NA,NA,974900.000000341,0.00065218472220543,NA,NA,974900.000000341,NA,NA,NA,NA,NA
104159,Centropages,Centropages,738,"KrÃ¸yer, 1849",180,Genus,104081,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,NA,urn:lsid:marinespecies.org:taxname:104159,"Centropages KrÃ¸yer, 1849",Calanoid,Centropages spp.,Centropages spp.,omnivore,omnivore,[1] [2] [A] Comprised of omni and carni,omnivore,0,omni,TRUE,150371.8356,0.00010059515214722,557.8356,0.00070788233735394,147299,NA,2508,1.85375943699925E-06,7,8.63147368232848E-07
104495,Centropages furcatus,Centropages furcatus,754,"(Dana, 1849)",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages furcatus,urn:lsid:marinespecies.org:taxname:104495,"Centropages furcatus (Dana, 1849)",Calanoid,Centropages furcatus,Centropages furcatus,omnivore,omnivore; carnivore,[1] [2] [A],omnivore; carnivore,0,omni,FALSE,3049.6598,2.04014927631899E-06,3047.6598,0.00386742,NA,NA,NA,NA,2,2.46613533780814E-07
104491,Centropages bradyi,Centropages bradyi,746,"Wheeler, 1900",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages bradyi,urn:lsid:marinespecies.org:taxname:104491,"Centropages bradyi Wheeler, 1900",Calanoid,Centropages bradyi,Centropages bradyi,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,2097.5503,1.40321085210544E-06,364.5503,0.00046260711658969,1665,NA,7,5.17396972049231E-09,61,7.52171278031482E-06
346252,Centropages australiensis,Centropages australiensis,744,"Fairbridge, 1944",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages australiensis,urn:lsid:marinespecies.org:taxname:346252,"Centropages australiensis Fairbridge, 1944",Calanoid,Centropages australiensis,Centropages australiensis,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,2095.5311,1.40186005572456E-06,2095.5311,0.002659187,NA,NA,NA,NA,NA,NA
220901,Centropages orsinii,Centropages orsinii,764,"Giesbrecht, 1889",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages orsinii,urn:lsid:marinespecies.org:taxname:220901,"Centropages orsinii Giesbrecht, 1889",Calanoid,Centropages orsinii,Centropages orsinii,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,558.6161,3.7370077546195E-07,558.6161,0.00070887277640858,NA,NA,NA,NA,NA,NA
104500,Centropages violaceus,Centropages violaceus,773,"(Claus, 1863)",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages violaceus,urn:lsid:marinespecies.org:taxname:104500,"Centropages violaceus (Claus, 1863)",Calanoid,Centropages violaceus,Centropages violaceus,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
104489,Centropages aucklandicus,Centropages aucklandicus,743,"Kramer, 1895",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages aucklandicus,urn:lsid:marinespecies.org:taxname:104489,"Centropages aucklandicus Kramer, 1895",Calanoid,Centropages aucklandicus,Centropages aucklandicus,omnivore,omnivore,[1] [2] [A],omnivore,0,NA,NA,186,1.24429539778611E-07,NA,NA,NA,NA,NA,NA,186,2.29350586416157E-05
220903,Centropages gracilis,Centropages gracilis,755,"(Dana, 1849)",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages gracilis,urn:lsid:marinespecies.org:taxname:220903,"Centropages gracilis (Dana, 1849)",Calanoid,Centropages gracilis,Centropages gracilis,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,72.0019,4.81675445171269E-08,72.0019,9.13689862495784E-05,NA,NA,NA,NA,NA,NA
104492,Centropages calaninus,Centropages calaninus,748,"(Dana, 1849)",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages calaninus,urn:lsid:marinespecies.org:taxname:104492,"Centropages calaninus (Dana, 1849)",Calanoid,Centropages calaninus,Centropages calaninus,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,22.6068,1.51234070960597E-08,22.6068,2.86875818325207E-05,NA,NA,NA,NA,NA,NA
220902,Centropages elongatus,Centropages elongatus,753,"Giesbrecht, 1896",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages elongatus,urn:lsid:marinespecies.org:taxname:220902,"Centropages elongatus Giesbrecht, 1896",Calanoid,Centropages elongatus,Centropages elongatus,omnivore,omnivore,[1] [2] [A],omnivore,0,omni,TRUE,20.6674,1.38259950022606E-08,20.6674,2.62265216114371E-05,NA,NA,NA,NA,NA,NA
346255,Centropages elegans,Centropages elegans,752,"Giesbrecht, 1895",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages elegans,urn:lsid:marinespecies.org:taxname:346255,"Centropages elegans Giesbrecht, 1895",Calanoid,Centropages elegans,Centropages elegans,omnivore,not_determined,[1] [2] [A],not determined,0,omni,TRUE,11.273,7.54136667701229E-09,11.273,1.4305213917848E-05,NA,NA,NA,NA,NA,NA
104497,Centropages kroyeri,Centropages kroyeri,759,"Giesbrecht, 1893",220,Species,104159,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,Centropages kroyeri,urn:lsid:marinespecies.org:taxname:104497,"Centropages kroyeri Giesbrecht, 1893",Calanoid,Centropages kroyeri,Centropages kroyeri,omnivore,omnivore,[1] [2] [A],omnivore,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
104161,Clausocalanus,Clausocalanus,814,"Giesbrecht, 1888",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,NA,urn:lsid:marinespecies.org:taxname:104161,"Clausocalanus Giesbrecht, 1888",Calanoid,Clausocalanus spp.,Clausocalanus farrani,omnivore,omnivore; herbivore,[1] and [A] Benedetti et al (2022; 10.1111/jbi.14512),omnivore; herbivore,0,omni,TRUE,1460142.10880081,0.00097680005704008,4154.1088,0.005271482,1398000.00000081,NA,24150,1.78501955356985E-05,33838,0.004172454
342443,Clausocalanus brevipes,Clausocalanus brevipes,816,"Frost & Fleminger, 1968",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus brevipes,urn:lsid:marinespecies.org:taxname:342443,"Clausocalanus brevipes Frost & Fleminger, 1968",Calanoid,Clausocalanus brevipes,Clausocalanus brevipes,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,166459.6565,0.00011135751854839,6171.6565,0.00783171,NA,NA,NA,NA,160288,0.0197645950513295
342444,Clausocalanus laticeps,Clausocalanus laticeps,822,"Farran, 1929",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus laticeps,urn:lsid:marinespecies.org:taxname:342444,"Clausocalanus laticeps Farran, 1929",Calanoid,Clausocalanus laticeps,Clausocalanus laticeps,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,69592.7205,4.65558612029921E-05,478.7205,0.00060748684106796,NA,NA,NA,NA,69114,0.008522224
104503,Clausocalanus furcatus,Clausocalanus furcatus,819,"(Brady, 1883)",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,urn:lsid:marinespecies.org:taxname:104503,"Clausocalanus furcatus (Brady, 1883)",Calanoid,Clausocalanus furcatus,Clausocalanus furcatus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,5975.3344,3.99735542696401E-06,5975.3344,0.007582581,NA,NA,NA,NA,NA,NA
104509,Clausocalanus pergens,Clausocalanus pergens,828,"Farran, 1926",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens,urn:lsid:marinespecies.org:taxname:104509,"Clausocalanus pergens Farran, 1926",Calanoid,Clausocalanus pergens,Clausocalanus pergens,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,3206.8983,2.14533806228931E-06,2465.8983,0.003129176,NA,NA,NA,NA,741,9.13703142657914E-05
1461626,Clausocalanus arcuicornis arcuicornis,Clausocalanus arcuicornis,815,"(Dana, 1849)",230,Subspecies,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus arcuicornis,urn:lsid:marinespecies.org:taxname:1461626,"Clausocalanus arcuicornis arcuicornis (Dana, 1849)",Calanoid,Clausocalanus arcuicornis,Clausocalanus arcuicornis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,3773.3383,2.5242728392366E-06,3773.3383,0.004788292,NA,NA,NA,NA,NA,NA
104504,Clausocalanus jobei,Clausocalanus jobei,821,"Frost & Fleminger, 1968",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus jobei,urn:lsid:marinespecies.org:taxname:104504,"Clausocalanus jobei Frost & Fleminger, 1968",Calanoid,Clausocalanus jobei (>1.2mm),Clausocalanus jobei,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,2085.8352,1.39537373112918E-06,2085.8352,0.002646884,NA,NA,NA,NA,NA,NA
345778,Clausocalanus ingens,Clausocalanus ingens,820,"Frost & Fleminger, 1968",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus ingens,urn:lsid:marinespecies.org:taxname:345778,"Clausocalanus ingens Frost & Fleminger, 1968",Calanoid,Clausocalanus ingens,Clausocalanus ingens,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,673.4052,4.50491930755504E-07,632.4052,0.00080250968409114,NA,NA,NA,NA,41,5.05557744250668E-06
104506,Clausocalanus mastigophorus,Clausocalanus mastigophorus,824,"(Claus, 1863)",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus mastigophorus,urn:lsid:marinespecies.org:taxname:104506,"Clausocalanus mastigophorus (Claus, 1863)",Calanoid,Clausocalanus mastigophorus,Clausocalanus mastigophorus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,409.3549,2.73848611898492E-07,409.3549,0.00051946326734846,NA,NA,NA,NA,NA,NA
104507,Clausocalanus parapergens,Clausocalanus parapergens,826,"Frost & Fleminger, 1968",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,"Clausocalanus parapergens Frost & Fleminger, 1968",Calanoid,Clausocalanus parapergens,Clausocalanus parapergens,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,196.2238,1.31269016815109E-07,196.2238,0.00024900411911407,NA,NA,NA,NA,NA,NA
220843,Clausocalanus farrani,Clausocalanus farrani,818,"Sewell, 1929",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus farrani,urn:lsid:marinespecies.org:taxname:220843,"Clausocalanus farrani Sewell, 1929",Calanoid,Clausocalanus farrani (<1.00mm),Clausocalanus farrani,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,96.0941,6.42846485937627E-08,96.0941,0.00012194151128741,NA,NA,NA,NA,NA,NA
104508,Clausocalanus paululus,Clausocalanus paululus,827,"Farran, 1926",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus paululus,urn:lsid:marinespecies.org:taxname:104508,"Clausocalanus paululus Farran, 1926",Calanoid,Clausocalanus paululus,Clausocalanus paululus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,62.6671,4.19227871626893E-08,62.6671,7.95233097765608E-05,NA,NA,NA,NA,NA,NA
220842,Clausocalanus minor,Clausocalanus minor,825,"Sewell, 1929",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus minor,urn:lsid:marinespecies.org:taxname:220842,"Clausocalanus minor Sewell, 1929",Calanoid,Clausocalanus minor,Clausocalanus minor,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,52.6668,3.52328262667321E-08,52.6668,6.68331269731673E-05,NA,NA,NA,NA,NA,NA
104505,Clausocalanus lividus,Clausocalanus lividus,823,"Frost & Fleminger, 1968",220,Species,104161,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus lividus,urn:lsid:marinespecies.org:taxname:104505,"Clausocalanus lividus Frost & Fleminger, 1968",Calanoid,Clausocalanus lividus,Clausocalanus lividus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,7.3335,4.9059356449809E-09,7.3335,9.30606637687732E-06,NA,NA,NA,NA,NA,NA
104502,Clausocalanus arcuicornis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus arcuicornis,urn:lsid:marinespecies.org:taxname:104502,"Alternative representation; Clausocalanus arcuicornis (Dana, 1849-1852)",Calanoid,Clausocalanus arcuicornis,Clausocalanus arcuicornis,omnivore,not_determined,[1] [A],not determined,0,NA,NA,1,6.68976020315115E-10,NA,NA,NA,NA,NA,NA,1,1.23306766890407E-07
1384339,Cosmocalanus darwinii darwinii,Cosmocalanus darwinii,844,"(Lubbock, 1860)",230,Subspecies,346315,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,Cosmocalanus darwinii,urn:lsid:marinespecies.org:taxname:1384339,"Cosmocalanus darwinii darwinii (Lubbock, 1860)",Calanoid,Cosmocalanus darwinii,Cosmocalanus darwinii,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,1064.3782,7.12043492346166E-07,1064.3782,0.001350675,NA,NA,NA,NA,NA,NA
104162,Ctenocalanus,Ctenocalanus,852,"Giesbrecht, 1888",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,NA,urn:lsid:marinespecies.org:taxname:104162,"Ctenocalanus Giesbrecht, 1888",Calanoid,Ctenocalanus spp.,Ctenocalanus spp.,omnivore,not_determined,All covered Ctenocalanus are omni,not determined,0,omni,TRUE,210519.6177,0.0001408325760472,34.6177,4.39291762480161E-05,NA,NA,NA,NA,210485,0.0259542248289273
342449,Ctenocalanus citer,Ctenocalanus citer,854,"Heron & Bowman, 1971",220,Species,104162,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus citer,urn:lsid:marinespecies.org:taxname:342449,"Ctenocalanus citer Heron & Bowman, 1971",Calanoid,Ctenocalanus citer,Ctenocalanus citer,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,144958.0667,9.6973470573539E-05,1246.0667,0.001581234,NA,NA,NA,NA,143712,0.017720662
104510,Ctenocalanus vanus,Ctenocalanus vanus,857,"Giesbrecht, 1888",220,Species,104162,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,"Ctenocalanus vanus Giesbrecht, 1888",Calanoid,Ctenocalanus vanus,Ctenocalanus vanus,omnivore,herbivore;herbivore;omnivore; herbivore;omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,1543.756,1.03273574521758E-06,1243.756,0.001578302,NA,NA,300,2.2174155944967E-07,NA,NA
363905,Delibus nudus,Delibus nudus,862,"(Sewell, 1929)",220,Species,363904,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Delibus,Delibus nudus,urn:lsid:marinespecies.org:taxname:363905,"Delibus nudus (Sewell, 1929)",Calanoid,Delibus nudus,Delibus nudus,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,48.0147,3.21206829226242E-08,48.0147,6.09297041338858E-05,NA,NA,NA,NA,NA,NA
363904,Delibus,Delibus,861,"Andronov in Vives & Shmeleva, 2007",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Delibus,NA,urn:lsid:marinespecies.org:taxname:363904,"Delibus Andronov in Vives & Shmeleva, 2007",Calanoid,Delibus spp.,Delibus spp.,omnivore,not_determined,[A],not determined,0,omni,TRUE,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
104521,Diaixis hibernica,Diaixis hibernica,872,"(Scott A., 1896)",220,Species,104167,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Diaixis,Diaixis hibernica,urn:lsid:marinespecies.org:taxname:104521,"Diaixis hibernica (Scott A., 1896)",Calanoid,Diaixis hibernica,Diaixis hibernica,NA,not_determined,NA,not determined,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
104522,Diaixis pygmaea,Diaixis pygmaea,873,"Scott T., 1894",220,Species,104167,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Diaixis,Diaixis pygmaea,urn:lsid:marinespecies.org:taxname:104522,"Diaixis pygmaea Scott T., 1894",Calanoid,Diaixis pygmaea,Diaixis pygmaea,NA,not_determined,NA,not determined,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
149746,Drepanopus,Drepanopus,900,"Brady, 1883",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Drepanopus,NA,urn:lsid:marinespecies.org:taxname:149746,"Drepanopus Brady, 1883",Calanoid,Drepanopus sp.,Drepanopus sp.,omnivore,not_determined,NA,not determined,0,NA,NA,84,5.61939857064697E-08,NA,NA,NA,NA,NA,NA,84,1.03577684187942E-05
104139,Euaugaptilus,Euaugaptilus,936,"Sars G.O., 1920",180,Genus,104077,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,NA,urn:lsid:marinespecies.org:taxname:104139,"Euaugaptilus Sars G.O., 1920",Calanoid,Euaugaptilus sp.,Euaugaptilus sp.,carnivore,carnivore,[2],carnivore,0,NA,NA,28,1.87313285688232E-08,NA,NA,NA,NA,NA,NA,28,3.45258947293139E-06
104171,Eucalanus,Eucalanus,1008,"Dana, 1852-1853",180,Genus,104085,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,NA,urn:lsid:marinespecies.org:taxname:104171,"Eucalanus Dana, 1852-1853",Calanoid,Eucalanus spp.,Eucalanus spp.,omnivore,omnivore,[1] [A],omnivore,0,omni,TRUE,300.3341,2.00916310982922E-07,89.3341,0.00011336320506151,NA,NA,NA,NA,211,2.60177278138758E-05
345781,Eucalanus hyalinus,Eucalanus hyalinus,1012,"(Claus, 1866)",220,Species,104171,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus hyalinus,urn:lsid:marinespecies.org:taxname:345781,"Eucalanus hyalinus (Claus, 1866)",Calanoid,Eucalanus hyalinus,Eucalanus hyalinus,omnivore,omnivore,[1] [A],omnivore,0,omni,TRUE,468.3335,3.13303881010517E-07,7.3335,9.30606637687732E-06,436,NA,23,1.70001862244747E-08,2,2.46613533780814E-07
847452,Eucalanus elongatus elongatus,Eucalanus elongatus,1011,"(Dana, 1848)",230,Subspecies,149718,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus elongatus,urn:lsid:marinespecies.org:taxname:847452,"Eucalanus elongatus elongatus (Dana, 1848)",Calanoid,Eucalanus elongatus,Eucalanus elongatus,omnivore,omnivore,[1] [A],omnivore,0,omni,TRUE,6.0002,4.01398991709475E-09,6.0002,7.61413506164032E-06,NA,NA,NA,NA,NA,NA
104550,Euchaeta acuta,Euchaeta acuta,1016,"Giesbrecht, 1893",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta acuta,urn:lsid:marinespecies.org:taxname:104550,"Euchaeta acuta Giesbrecht, 1893",Calanoid,Euchaeta acuta,Euchaeta acuta,carnivore,carnivore,[A],carnivore,0,carn,TRUE,5421.6067,3.62692487388124E-06,36.6067,4.64531778875619E-05,5380,NA,5,3.69569265749451E-09,NA,NA
104552,Euchaeta marina,Euchaeta marina,1021,"(Prestandrea, 1833)",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina,urn:lsid:marinespecies.org:taxname:104552,"Euchaeta marina (Prestandrea, 1833)",Calanoid,Euchaeta marina,Euchaeta marina,carnivore,carnivore,[A],carnivore,0,carn,TRUE,1.3334,8.92012625488174E-10,1.3334,1.69205821325809E-06,NA,NA,NA,NA,NA,NA
104174,Euchaeta,Euchaeta,1015,"Philippi, 1843",180,Genus,104086,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,NA,urn:lsid:marinespecies.org:taxname:104174,"Euchaeta Philippi, 1843",Calanoid,Euchaeta spp.,Euchaeta spp.,carnivore,not_determined,[A],not determined,0,carn,TRUE,2158.4155,1.44392821137646E-06,2158.4155,0.002738987,NA,NA,NA,NA,NA,NA
104553,Euchaeta media,Euchaeta media,1023,"Giesbrecht, 1888",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta media,urn:lsid:marinespecies.org:taxname:104553,"Euchaeta media Giesbrecht, 1888",Calanoid,Euchaeta media,Euchaeta media,carnivore,carnivore,[A],carnivore,0,carn,TRUE,4.4074,2.94844491193684E-09,3.4074,4.32392317073318E-06,NA,NA,1,7.39138531498902E-10,NA,NA
104551,Euchaeta concinna,Euchaeta concinna,1017,"Dana, 1849",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta concinna,urn:lsid:marinespecies.org:taxname:104551,"Euchaeta concinna Dana, 1849",Calanoid,Euchaeta concinna,Euchaeta concinna,carnivore,carnivore,[A],carnivore,0,carn,TRUE,194.4597,1.30088876217671E-07,194.4597,0.00024676551112397,NA,NA,NA,NA,NA,NA
346444,Euchaeta rimana,Euchaeta rimana,1028,"Bradford, 1974",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta rimana,urn:lsid:marinespecies.org:taxname:346444,"Euchaeta rimana Bradford, 1974",Calanoid,Euchaeta rimana,Euchaeta rimana,carnivore,carnivore,[A],carnivore,0,carn,TRUE,128.5639,8.60061661781904E-08,128.5639,0.00016314504494037,NA,NA,NA,NA,NA,NA
346438,Euchaeta indica,Euchaeta indica,1018,"Wolfenden, 1905",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta indica,urn:lsid:marinespecies.org:taxname:346438,"Euchaeta indica Wolfenden, 1906",Calanoid,Euchaeta indica,Euchaeta indica,carnivore,carnivore,[A],carnivore,0,carn,TRUE,45.7199,3.0585516751205E-08,45.7199,5.80176483458367E-05,NA,NA,NA,NA,NA,NA
346441,Euchaeta marinella,Euchaeta marinella,1022,"Bradford, 1974",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta marinella,urn:lsid:marinespecies.org:taxname:346441,"Euchaeta marinella Bradford, 1974",Calanoid,Euchaeta marinella,Euchaeta marinella,carnivore,not_determined,[A],not determined,0,carn,TRUE,4.6668,3.12197729160658E-09,4.6668,5.92207684838223E-06,NA,NA,NA,NA,NA,NA
346439,Euchaeta longicornis,Euchaeta longicornis,1019,"Giesbrecht, 1888",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta longicornis,urn:lsid:marinespecies.org:taxname:346439,"Euchaeta longicornis Giesbrecht, 1888",Calanoid,Euchaeta longicornis,Euchaeta longicornis,carnivore,carnivore,[A],carnivore,0,carn,TRUE,4.0002,2.67603787646452E-09,4.0002,5.07617463977428E-06,NA,NA,NA,NA,NA,NA
