aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,taxa_name,TG_latest,unreviewed_traitValue,References,PataHunt_traitValue,filter_or_not,campbell_diet,same_or_not,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
103241,Brachyscelus crusculum,Brachyscelus crusculum,19,"Spence Bate, 1861",220,Species,101792,Animalia,Arthropoda,Malacostraca,Amphipoda,Brachyscelidae,Brachyscelus,Brachyscelus crusculum,urn:lsid:marinespecies.org:taxname:103241,"Brachyscelus crusculum Spence Bate, 1861",Amphipod,Brachyscelus crusculum,Brachyscelus crusculum,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,1,6.68976020315115E-10,NA,NA,NA,NA,NA,NA,1,1.23306766890407E-07
325406,Cyllopus lucasii,Cyllopus lucasii,43,"Spence Bate, 1862",220,Species,325405,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyllopodidae,Cyllopus,Cyllopus lucasii,urn:lsid:marinespecies.org:taxname:325406,"Cyllopus lucasii Spence Bate, 1862",Amphipod,Cyllopus lucasii,Cyllopus lucasii,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,26.667,1.78395835337432E-08,8.667,1.09982514881565E-05,NA,NA,NA,NA,18,2.21952180402732E-06
325407,Cyllopus magellanicus,Cyllopus magellanicus,44,"Dana, 1853",220,Species,325405,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyllopodidae,Cyllopus,Cyllopus magellanicus,urn:lsid:marinespecies.org:taxname:325407,"Cyllopus magellanicus Dana, 1853",Amphipod,Cyllopus magellanicus,Cyllopus magellanicus,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,6,4.01385612189069E-09,NA,NA,NA,NA,NA,NA,6,7.39840601342441E-07
421612,Dairella californica,Dairella californica,55,"(Bovallius, 1885)",220,Species,101794,Animalia,Arthropoda,Malacostraca,Amphipoda,Dairellidae,Dairella,Dairella californica,urn:lsid:marinespecies.org:taxname:421612,"Dairella californica (Bovallius, 1885)",Amphipod,Dairella californica,Dairella californica,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,2,1.33795204063023E-09,NA,NA,NA,NA,NA,NA,2,2.46613533780814E-07
237653,Harcledo spp.,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Harcledo,NA,urn:lsid:marinespecies.org:taxname:237653,"Harcledo J.L. Barnard, 1964",Amphipod,Harcledo spp.,Harcledo spp.,NA,not_determined,NA,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
236618,Hemityphis,Hemityphis,81,"Claus, 1879",180,Genus,101422,Animalia,Arthropoda,Malacostraca,Amphipoda,Platyscelidae,Hemityphis,NA,urn:lsid:marinespecies.org:taxname:236618,"Hemityphis Claus, 1879",Amphipod,Hemityphis spp,Hemityphis spp,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,1.6667,1.1149823330592E-09,0.6667,8.46029106629046E-07,NA,NA,NA,NA,1,1.23306766890407E-07
103254,Hyperia spinigera,Hyperia spinigera,89,"Bovallius, 1889",220,Species,101796,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,Hyperia spinigera,urn:lsid:marinespecies.org:taxname:103254,"Hyperia spinigera Bovallius, 1889",Amphipod,Hyperia spinigera,Hyperia spinigera,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,129.3203,8.65121796399568E-08,45.3203,5.75105638535479E-05,NA,NA,NA,NA,84,1.03577684187942E-05
101796,Hyperia,Hyperia,85,"Latreille, 1823",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,NA,urn:lsid:marinespecies.org:taxname:101796,"Hyperia Latreille, 1823",Amphipod,Hyperia spp.,Hyperia spp.,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,81.6667,5.46330639582684E-08,0.6667,8.46029106629046E-07,NA,NA,NA,NA,81,9.98784811812295E-06
325378,Hyperiella,Hyperiella,90,"Bovallius, 1887",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella,NA,urn:lsid:marinespecies.org:taxname:325378,"Hyperiella Bovallius, 1887",Amphipod,Hyperiella spp.,Hyperiella spp.,carnivore,parasite; carnivore,[1] Hyperiid,parasite; carnivore,0,NA,NA,423.3338,2.83200160788875E-07,99.3338,0.00012605262647677,NA,NA,NA,NA,324,3.99513924724918E-05
325383,Hyperiella dilatata,Hyperiella dilatata,91,"Stebbing, 1888",220,Species,325378,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella,Hyperiella dilatata,urn:lsid:marinespecies.org:taxname:325383,"Hyperiella dilatata Stebbing, 1888",Amphipod,Hyperiella dilatata,Hyperiella dilatata,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,67,4.48213933611127E-08,NA,NA,NA,NA,NA,NA,67,8.26155338165726E-06
325379,Hyperiella antarctica,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella,Hyperiella antarctica,urn:lsid:marinespecies.org:taxname:325379,"Hyperiella antarctica Bovallius, 1887",Amphipod,Hyperiella antarctica,Hyperiella antarctica,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,17,1.1372592345357E-08,NA,NA,NA,NA,NA,NA,17,2.09621503713692E-06
325387,Hyperiella macronyx,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella macronyx,NA,urn:lsid:marinespecies.org:taxname:325387,"Hyperiella macronyx (Walker, 1906)",Amphipod,Hyperiella macronyx,Hyperiella macronyx,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
103256,Hyperoche medusarum,Hyperoche medusarum,97,"(KrÃ¶yer, 1838)",220,Species,101798,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,Hyperoche medusarum,urn:lsid:marinespecies.org:taxname:103256,"Hyperoche medusarum (KrÃ¶yer, 1838)",Amphipod,Hyperoche medusarum,Hyperoche medusarum,carnivore,parasite; commensal,[1] Hyperiid,parasite; commensal,0,NA,NA,11,7.35873622346627E-09,NA,NA,NA,NA,NA,NA,11,1.35637443579447E-06
101798,Hyperoche,Hyperoche,95,"Bovallius, 1887",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,NA,urn:lsid:marinespecies.org:taxname:101798,"Hyperoche Bovallius, 1887",Amphipod,Hyperoche sp.,Hyperoche sp.,carnivore,parasite; carnivore,[1] Hyperiid,parasite; carnivore,0,NA,NA,3,2.00692806094535E-09,NA,NA,NA,NA,NA,NA,3,3.6992030067122E-07
101802,Mimonectes,Mimonectes,126,"Bovallius, 1885",180,Genus,101419,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,Mimonectes,NA,urn:lsid:marinespecies.org:taxname:101802,"Mimonectes Bovallius, 1885",Amphipod,Mimonectes spp.,Mimonectes spp.,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
1205,Hyperiidea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1205,Hyperiidea,Amphipod,Hyperiidea indet,Hyperiidea (Total),carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,349303.000000102,0.00023367533082419,NA,NA,312431.000000102,NA,25458,1.8816988734899E-05,11414,0.001407423
101383,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted (paraphyletic),Amphipod,Gammaridea,NA,omnivore,NA,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA,NA,45164,3.02136329815149E-05,NA,NA,45164,NA,NA,NA,NA,NA
1135,Amphipoda,Amphipoda,4,"Latreille, 1816",100,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1135,"Amphipoda Latreille, 1816",Amphipod,Amphipod,Amphipod,NA,carnivore,Comprised of omni and carni,carnivore,0,NA,NA,923.762,6.17974626478331E-07,699.762,0.00088798413036291,NA,NA,NA,NA,224,2.76207157834511E-05
101417,Hyperiidae,Hyperiidae,92,"Dana, 1852",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,urn:lsid:marinespecies.org:taxname:101417,"Hyperiidae Dana, 1852",Amphipod,Hyperiid amphipod,Hyperiid amphipod,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,819.6138,5.48301978119349E-07,819.6138,0.001040074,NA,NA,NA,NA,NA,NA
196121,Caprelloidea,Caprelloidea,32,"Leach, 1814",130,Superfamily,719478,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:196121,"Caprelloidea Leach, 1814",Amphipod,Caprelloidea,Caprelloidea,NA,not_determined,"Comprised of omni and carni (Guerra-García & Tierno de Figueroa, 2009; 10.1007/s00227-009-1220-3)",not determined,0,NA,NA,1467,9.81387821802408E-07,NA,NA,1466,NA,1,7.39138531498902E-10,NA,NA
1207,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted; Gammaridea,Amphipod,Gammarid amphipod,Gammarid amphipod,omnivore,not_determined,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA,NA,56.2386,3.76222748160936E-08,39.2386,4.97930069047165E-05,NA,NA,15,1.10870779724835E-08,2,2.46613533780814E-07
196118,Oxycephalidae,Oxycephalidae,141,"Dana, 1852",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,NA,NA,urn:lsid:marinespecies.org:taxname:196118,"Oxycephalidae Dana, 1852",Amphipod,Oxycephalidae,Oxycephalidae,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,66,4.41524173407976E-08,66,8.37526939215795E-05,NA,NA,NA,NA,NA,NA
155698,Platysceloidea,Platysceloidea,180,"Spence Bate, 1862",130,Superfamily,1055272,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:155698,"Platysceloidea Spence Bate, 1862",Amphipod,Platysceloidea indet,Platysceloidea indet,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,2,1.33795204063023E-09,NA,NA,NA,NA,NA,NA,2,2.46613533780814E-07
236598,Parascelidae,Parascelidae,157,"Bovallius, 1887",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,NA,NA,urn:lsid:marinespecies.org:taxname:236598,"Parascelidae Bovallius, 1887",Amphipod,Parascelidae,Parascelidae,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,3.3334,2.2299646661184E-09,3.3334,4.23001863512414E-06,NA,NA,NA,NA,NA,NA
101424,Scinidae,Scinidae,216,"Stebbing, 1888",140,Family,155687,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,NA,NA,urn:lsid:marinespecies.org:taxname:101424,"Scinidae Stebbing, 1888",Amphipod,Scinidae,Scinidae,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,1.3334,8.92012625488174E-10,1.3334,1.69205821325809E-06,NA,NA,NA,NA,NA,NA
236596,Paraphronima crassipes,Paraphronima crassipes,153,"Claus, 1879",220,Species,236595,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,Paraphronima crassipes,urn:lsid:marinespecies.org:taxname:236596,"Paraphronima crassipes Claus, 1879",Amphipod,Paraphronima crassipes,Paraphronima crassipes,carnivore,carnivore,[1] [P] Hyperiid,carnivore,0,NA,NA,1.3333,8.91945727886143E-10,1.3333,1.691931315237E-06,NA,NA,NA,NA,NA,NA
101804,Phronima,Phronima,164,"Latreille, 1802",180,Genus,101420,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,NA,urn:lsid:marinespecies.org:taxname:101804,"Phronima Latreille, 1802",Amphipod,Phronima spp.,Phronima spp.,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,125.0005,8.36223370273995E-08,10.0005,1.26904365994357E-05,NA,NA,NA,NA,115,1.41802781923968E-05
103273,Phrosina semilunata,Phrosina semilunata,175,"Risso, 1822",220,Species,101805,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,Phrosina semilunata,urn:lsid:marinespecies.org:taxname:103273,"Phrosina semilunata Risso, 1822",Amphipod,Phrosina semilunata,Phrosina semilunata,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,2,1.33795204063023E-09,2,2.53796042186605E-06,NA,NA,NA,NA,NA,NA
155686,Physosomata,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Physosomata,NA,urn:lsid:marinespecies.org:taxname:155686,Physosomata,Amphipod,Physosomata,Physosomata,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,4.0002,2.67603787646452E-09,4.0002,5.07617463977428E-06,NA,NA,NA,NA,NA,NA
180759,Primno macropa,Euprimno macropa,198,"GuÃ©rin-MÃ©neville, 1836",220,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Primno macropa GuÃ©rin-MÃ©neville, 1836",Amphipod,Primno macropa,Primno macropa,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,1399.7655,9.36409553564397E-07,63.7655,8.09171576402496E-05,NA,NA,NA,NA,1336,0.00016473784056558
101806,Primno,Primno,193,"GuÃ©rin-MÃ©neville, 1836",180,Genus,101421,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,NA,urn:lsid:marinespecies.org:taxname:101806,"Primno GuÃ©rin-MÃ©neville, 1836",Amphipod,Primno spp.,Primno spp.,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,4.0203,2.68948429447286E-09,4.0203,5.10168114201403E-06,NA,NA,NA,NA,NA,NA
205957,Rhabdosoma,Rhabdosoma,204,"White, 1847",180,Genus,196118,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Rhabdosoma,NA,urn:lsid:marinespecies.org:taxname:205957,"Rhabdosoma White, 1847",Amphipod,Rhabdosoma spp,Rhabdosoma spp,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,2,1.33795204063023E-09,2,2.53796042186605E-06,NA,NA,NA,NA,NA,NA
101810,Scina,Scina,210,"Prestandrea, 1833",180,Genus,101424,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,Scina,NA,urn:lsid:marinespecies.org:taxname:101810,"Scina Prestandrea, 1833",Amphipod,Scina spp.,Scina spp.,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,5.0001,3.34494699917761E-09,4.0001,5.07604774175318E-06,NA,NA,NA,NA,1,1.23306766890407E-07
205038,Synopia,Synopia,229,"Dana, 1852",180,Genus,101410,Animalia,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Synopia,NA,urn:lsid:marinespecies.org:taxname:205038,"Synopia Dana, 1852",Amphipod,Synopia spp.,Synopia spp.,NA,not_determined,"Difficult to attribute (Ja?d?ewska, 2015; 10.1016/j.dsr2.2014.08.008)",not determined,0,NA,NA,8.6667,5.79781447526501E-09,8.6667,1.09978707940932E-05,NA,NA,NA,NA,NA,NA
325384,Themisto gaudichaudii,Parathemisto gaudichaudi,240,"GuÃ©rin, 1825",220,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto gaudichaudii,urn:lsid:marinespecies.org:taxname:325384,"Themisto gaudichaudii GuÃ©rin, 1825",Amphipod,Themisto gaudichaudii,Themisto gaudichaudii,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,11923.325,7.97641850742372E-06,497.325,0.00063109558340226,NA,NA,NA,NA,11426,0.001408903
101800,Themisto,Themisto,237,"GuÃ©rin, 1825",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,urn:lsid:marinespecies.org:taxname:101800,"Themisto GuÃ©rin, 1825",Amphipod,Themisto sp.,Themisto sp.,carnivore,parasite; carnivore,[1] Hyperiid,parasite; carnivore,0,NA,NA,59,3.94695851985918E-08,NA,NA,NA,NA,NA,NA,59,7.275099246534E-06
325381,Themisto australis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto australis,urn:lsid:marinespecies.org:taxname:325381,"Themisto australis (Stebbing, 1888)",Amphipod,Themisto australis,Themisto australis,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,39,2.60900647922895E-08,NA,NA,NA,NA,NA,NA,39,4.80896390872587E-06
101812,Vibilia,Vibilia,254,"H. Milne Edwards, 1830",180,Genus,101426,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,NA,urn:lsid:marinespecies.org:taxname:101812,"Vibilia H. Milne Edwards, 1830",Amphipod,Vibilia spp.,Vibilia spp.,carnivore,parasite;commensal,[1] Hyperiid,parasite,0,NA,NA,415.3338,2.77848352626354E-07,29.3338,3.72240117114671E-05,NA,NA,NA,NA,386,4.7596412019697E-05
325408,Vibilia antarctica,Viblia antarctica,255,"Stebbing, 1888",220,Species,101812,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia antarctica,urn:lsid:marinespecies.org:taxname:325408,"Vibilia antarctica Stebbing, 1888",Amphipod,Vibilia antarctica,Vibilia antarctica,carnivore,not_determined,[1] Hyperiid,not determined,0,NA,NA,147.6668,9.8785548196668E-08,12.6668,1.60739185358464E-05,NA,NA,NA,NA,135,1.66464135302049E-05
236632,Vibilia armata,Vibilia armata,256,"Bovallius, 1887",220,Species,101812,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia armata,urn:lsid:marinespecies.org:taxname:236632,"Vibilia armata Bovallius, 1887",Amphipod,Vibilia armata,Vibilia armata,carnivore,parasite,[1] Hyperiid,parasite,0,NA,NA,15,1.00346403047267E-08,NA,NA,NA,NA,NA,NA,15,1.8496015033561E-06
10295,Leptocephalus larvae,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Anguilliformes,Nettastomatidae,Leptocephalus,NA,urn:lsid:marinespecies.org:taxname:843623,Leptocephalus [Nettastomatidae],NA,Leptocephalus larvae,Leptocephalus,NA,not_determined,NA,not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
13551,Anthoathecata,Anthoathecata,3093,"Cornelius, 1992",100,Order,19494,Animalia,Cnidaria,Hydrozoa,Anthoathecata,NA,NA,NA,urn:lsid:marinespecies.org:taxname:13551,"Anthoathecata Cornelius, 1992",Hydromedusae,Anthoathecata,Anthoathecata,NA,not_determined,NA,not determined,0,NA,NA,5.3334,3.56791670674864E-09,5.3334,6.76797905699018E-06,NA,NA,NA,NA,NA,NA
266712,Aidanosagitta regularis,Aidenosagitta regularis,2514,"(Aida, 1897)",220,Species,264890,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,Aidanosagitta regularis,urn:lsid:marinespecies.org:taxname:266712,"Aidanosagitta regularis (Aida, 1897)",Chaetognath,Aidanosagitta regularis,Aidanosagitta regularis,carnivore,not_determined,[1],not determined,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
105406,Flaccisagitta,Flaccisagitta,2533,"Tokioka, 1965",180,Genus,5953,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,NA,urn:lsid:marinespecies.org:taxname:105406,"Flaccisagitta Tokioka, 1965",Chaetognath,Flaccisagitta spp.,Flaccisagitta spp.,carnivore,not_determined,[1],not determined,0,NA,NA,17.3334,1.159562895053E-08,17.3334,2.19957415881865E-05,NA,NA,NA,NA,NA,NA
105434,Flaccisagitta enflata,Flaccisagitta enflata,2534,"(Grassi, 1881)",220,Species,105406,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,Flaccisagitta enflata,urn:lsid:marinespecies.org:taxname:105434,"Flaccisagitta enflata (Grassi, 1881)",Chaetognath,Flaccisagitta enflata,Flaccisagitta enflata,carnivore,not_determined,[1],not determined,0,NA,NA,1.3334,8.92012625488174E-10,1.3334,1.69205821325809E-06,NA,NA,NA,NA,NA,NA
5953,Sagittidae,Sagittidae,2561,"Claus & Grobben, 1905",140,Family,5950,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,NA,NA,urn:lsid:marinespecies.org:taxname:5953,"Sagittidae Claus & Grobben, 1905",Chaetognath,Sagittidae indet,Sagittidae indet,carnivore,not_determined,[1],not determined,0,NA,NA,442,2.95687400979281E-07,NA,NA,NA,NA,NA,NA,442,5.45015909655598E-05
266258,Pseudosagitta gazellae,Sagitta gazellae,2552,"(Ritter-ZÃ¡hony, 1909)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,Pseudosagitta gazellae,urn:lsid:marinespecies.org:taxname:266258,"Pseudosagitta gazellae (Ritter-ZÃ¡hony, 1909)",Chaetognath,Pseudosagitta gazellae,Pseudosagitta gazellae,carnivore,not_determined,[1],not determined,0,NA,NA,1181.3367,7.90285924218191E-07,109.3367,0.00013874610862872,NA,NA,NA,NA,1072,0.00013218485410651
105409,Pseudosagitta,Pseudosagitta,2551,"Germain & Joubin, 1912",180,Genus,5953,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,NA,urn:lsid:marinespecies.org:taxname:105409,"Pseudosagitta Germain & Joubin, 1912",Chaetognath,Pseudosagitta sp.,Pseudosagitta sp.,carnivore,carnivore,[1],carnivore,0,NA,NA,332,2.22100038744618E-07,NA,NA,NA,NA,NA,NA,332,4.09378466076151E-05
105465,Serratosagitta tasmanica,Sagitta tasmanica,2567,"(Thompson, 1947)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,Serratosagitta tasmanica,urn:lsid:marinespecies.org:taxname:105465,"Serratosagitta tasmanica (Thompson, 1947)",Chaetognath,Serratosagitta tasmanica,Serratosagitta tasmanica,carnivore,not_determined,[1],not determined,0,NA,NA,8.0001,5.35187506012295E-09,8.0001,1.01519685854853E-05,NA,NA,NA,NA,NA,NA
105464,Serratosagitta serratodentata,Sagitta serratodentata,2566,"(Krohn, 1853)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,Serratosagitta serratodentata,urn:lsid:marinespecies.org:taxname:105464,"Serratosagitta serratodentata (Krohn, 1853)",Chaetognath,Serratosagitta serratodentata,Serratosagitta serratodentata,carnivore,not_determined,[1],not determined,0,NA,NA,4,2.67590408126046E-09,4,5.07592084373209E-06,NA,NA,NA,NA,NA,NA
266854,Solidosagitta marri,Sagitta marri,2569,"(David, 1956)",220,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Solidosagitta,Solidosagitta marri,urn:lsid:marinespecies.org:taxname:266854,"Solidosagitta marri (David, 1956)",Chaetognath,Solidosagitta marri,Solidosagitta marri,carnivore,not_determined,[1],not determined,0,NA,NA,6,4.01385612189069E-09,NA,NA,NA,NA,NA,NA,6,7.39840601342441E-07
104108,Acartia,Acartia,318,"Dana, 1846",180,Genus,104074,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,NA,urn:lsid:marinespecies.org:taxname:104108,"Acartia Dana, 1846",Calanoid,Acartia spp.,Acartia spp.,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,FALSE,130813.6754,8.75112119718853E-05,10372.6754,0.0131627198170318,NA,NA,115800,8.55922419475728E-05,4641,0.00057226670513837
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,Acartia longiremis,omnivore,suspension feeder;suspension feeder;omnivore; herbivore;omnivore; herbivore,[1] [A],suspension feeder,0,NA,NA,677300,0.00045309745855942,NA,NA,NA,NA,677300,0.0005006185273842,NA,NA
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,Acartia longiremis,omnivore,suspension feeder;suspension feeder;omnivore; herbivore;omnivore; herbivore,[1] [A],omnivore; herbivore,0,NA,NA,677300,0.00045309745855942,NA,NA,NA,NA,677300,0.0005006185273842,NA,NA
346042,Acartia (Acartiura) tranteri,Acartia (Acartiura) tranteri,357,"Bradford, 1976",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) tranteri,urn:lsid:marinespecies.org:taxname:346042,"Acartia (Acartiura) tranteri Bradford, 1976",Calanoid,Acartia tranteri,Acartia tranteri,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,15487.0515,1.03604660788852E-05,15486.0515,0.019651493,NA,NA,NA,NA,1,1.23306766890407E-07
346026,Acartia (Acartia) danae,Acartia (Acartia) danae,337,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) danae,urn:lsid:marinespecies.org:taxname:346026,"Acartia (Acartia) danae Giesbrecht, 1889",Calanoid,Acartia danae,Acartia danae,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,4682.9801,3.13280139051288E-06,3127.9801,0.003969345,NA,NA,1550,1.1456647238233E-06,5,6.16533834452034E-07
346030,Acartia (Acartia) negligens,Acartia (Acartia) negligens,341,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) negligens,urn:lsid:marinespecies.org:taxname:346030,"Acartia (Acartia) negligens Dana, 1849",Calanoid,Acartia negligens,Acartia negligens,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,680.9485,4.55538217569547E-07,680.9485,0.00086411017116452,NA,NA,NA,NA,NA,NA
