sample_id,zoopTotal_sum,FF_sum,Omni_sum,Carni_sum,Cope_omni_sum,Cope_carni_sum,Cal_omni_sum,Cal_carni_sum,Cyc_omni_sum,Cyc_carni_sum,otherCopepods_omni_sum,otherCopepods_carni_sum
1-1,1.3334,0,0,1.3334,0,1.3334,0,0,0,1.3334,0,0
1-13,118.6672,0,72.0004,47.3335,60.6669,44.6668,55.3336,1.3334,5.3333,43.3334,1.3334,0
1-17,42.6667,0,21.3333,21.3334,18,20.6667,16,2,2,18.6667,0,0
1-18,39.3336,0,21.3335,18.0001,20.6668,18.0001,17.3335,1.3334,3.3333,16.6667,0,0
1-26,44.0003,0,18.6668,25.3335,17.3334,24.0001,14.0001,2.6666,3.3333,21.3335,0.6667,0
1-30,6.0001,0,3.3334,2.6667,1.3334,2,1.3334,0,0,2,0,0
1-33,25.3334,0,6.6667,18.6667,4,18.6667,4,6,0,12.6667,0,0
1-37,40.0002,0,21.3334,18.6668,16.6667,18.0001,16,6.0001,0.6667,12,1.3334,0
1-41,11.3336,0,3.3335,8.0001,1.3334,8.0001,1.3334,0.6667,0,7.3334,0,0
1-45,108.667,0.6667,64.6667,43.3336,56.6668,41.3336,52.6668,7.3335,4,34.0001,2,0
1-49,32.0002,0,15.3334,16.6668,10.6667,16.6668,8.6667,1.3334,2,15.3334,2.6667,0
1-5,30.0003,0,21.3335,8.6668,11.3335,8.0001,9.3335,1.3334,2,6.6667,0.6667,0
1-9,31.3334,0,17.3334,14,12.6667,14,12,3.3333,0.6667,10.6667,0.6667,0
100-1,19.3335,0,12.6667,6.6668,9.3334,6.6668,4.0001,0.6667,5.3333,6.0001,0,0
100-101,176.667,0,84.0001,92.6669,81.3334,92.6669,80.6667,68.6667,0.6667,24.0002,2,0
100-13,43.3336,0,6.6668,36.6668,6.6668,36.6668,6.6668,8.0001,0,28.6667,0,0
100-17,46.0001,0,10.0001,36,8.6667,36,7.3334,2,1.3333,34,0,0
100-21,42.667,0,18.0003,24.6667,16.6669,24.6667,14.0001,3.3334,2.6668,21.3333,1.3334,0
100-25,42.0002,0,11.3334,30.6668,8,30.6668,7.3333,3.3334,0.6667,27.3334,0.6667,0
100-29,30.6669,0,2.0001,28.6668,2.0001,28.6668,2.0001,2.6667,0,26.0001,0,0
100-33,42.667,0,7.3336,35.3334,4.0002,35.3334,4.0002,9.3334,0,26,2,0
100-37,58.0001,0,10.0001,48,8.0001,48,8.0001,13.3333,0,34.6667,0,0
100-41,30.0003,0,6.6669,23.3334,6.6669,23.3334,6.0002,10.6667,0.6667,12.6667,0,0
100-45,43.3337,0,12.0002,31.3335,8.6668,30.6668,7.3335,10.6667,1.3333,20.0001,0.6667,0
100-49,92.0001,0,25.3335,66.6666,21.3335,66.6666,4.6668,23.9999,16.6667,42.6667,1.3334,0
100-5,53.3337,1.3333,16.6668,35.3336,16.6668,35.3336,12.6668,4.0001,4,31.3335,0,0
100-53,14.6669,0,3.3335,11.3334,2.6668,11.3334,1.3334,2.6667,1.3334,8.6667,0,0
100-57,12.6667,0,4,8.6667,4,8.6667,2,2,2,6.6667,0,0
100-61,29.3337,0,8.0001,21.3336,7.3334,20.6669,1.3334,8.6667,6,12.0002,0,0
100-65,25.3337,0,4.0001,21.3336,4.0001,21.3336,4.0001,10.0001,0,11.3335,0,0
100-69,294.0005,0.6667,48.0002,245.3336,46.0002,244.0002,42.6668,164.6668,3.3334,79.3334,0.6667,0
100-73,118.0003,0,57.3336,60.6667,57.3336,60.6667,52.6669,51.3334,4.6667,9.3333,0,0
100-77,43.3335,0,19.3334,24.0001,18.0001,24.0001,16.0001,14,2,10.0001,1.3333,0
100-81,32.0001,0,14,18.0001,12.6667,18.0001,12.6667,10,0,8.0001,1.3333,0
100-85,96.6668,0,47.3332,49.3336,45.9999,48.6669,45.9999,28.6667,0,20.0002,1.3333,0
100-89,43.3335,0,21.3335,22,19.3335,21.3333,16.6668,10,2.6667,11.3333,2,0
100-9,40.667,0,14.0002,26.6668,13.3335,26.0001,11.3335,2.6667,2,23.3334,0.6667,0
100-93,96.0004,0.6667,64.6668,30.6669,61.3334,30.6669,50.6667,15.3334,10.6667,15.3335,1.3333,0
100-97,94.0002,0,36.6667,57.3335,35.3334,57.3335,35.3334,36.6667,0,20.6668,1.3333,0
108-1,3.9605,0,2.6403,1.3202,2.6403,1.3202,0,0.6601,2.6403,0.6601,0,0
108-13,17.1618,0,4.6205,12.5413,4.6205,12.5413,4.6205,0,0,12.5413,0,0
108-17,34.9837,0,7.2608,27.7229,5.9407,27.0628,5.2806,3.3004,0.6601,23.7624,1.3201,0
108-21,26.4028,0,6.6007,20.4622,4.6205,19.8021,4.6205,4.6205,0,15.1816,1.3201,0
108-25,40.9244,0,16.5018,24.4226,15.8417,24.4226,13.2014,6.6007,2.6403,17.8219,0,0
108-29,13.8617,0,2.6404,11.2213,1.3202,10.5612,1.3202,0.6601,0,9.9011,0.6601,0
108-33,37.6239,0,5.2807,32.3432,4.6206,32.3432,4.6206,9.9009,0,22.4423,0.6601,0
108-37,17.1619,0,2.6403,14.5216,2.6403,13.8615,2.6403,1.9803,0,11.8812,0,0
108-41,52.1455,0,31.0233,21.1222,29.7032,21.1222,29.0431,3.9604,0.6601,17.1618,1.3201,0
108-45,36.3036,0,22.4423,13.8613,21.7822,12.5412,12.5413,4.6204,9.2409,7.9208,0.6601,0
108-49,94.3897,0,65.3466,29.0431,63.3664,27.7229,59.406,19.802,3.9604,7.9209,1.3201,0
108-5,13.8616,0,5.9406,7.921,4.6205,7.921,1.3202,1.9803,3.3003,5.9407,1.3201,0
108-53,33.0036,0,17.1618,15.8418,17.1618,15.1817,17.1618,5.2806,0,9.9011,0,0
108-57,34.3238,0,16.502,17.8218,15.1818,17.8218,15.1818,5.9406,0,11.8812,1.3202,0
108-61,16.5019,0,9.9011,6.6008,7.2609,6.6008,5.9407,4.6205,1.3202,1.9803,1.3201,0
108-65,24.4226,0,10.5612,13.8614,9.9011,11.8812,7.9209,0.6601,1.9802,11.2211,0.6601,0
108-69,71.2874,0,37.6239,33.6635,37.6239,33.0034,27.7229,13.8615,9.901,19.1419,0,0
108-73,54.7857,0,29.7031,25.0826,28.3829,24.4225,23.7625,10.561,4.6204,13.8615,1.3202,0
108-77,66.6668,0,29.703,36.9638,29.0429,34.9836,28.3828,21.7822,0.6601,13.2014,0.6601,0
108-81,100.3301,0,53.4654,46.8647,53.4654,46.2046,19.8021,2.6403,33.6633,43.5643,0,0
108-85,34.3235,0,17.8218,16.5017,17.8218,16.5017,2.6403,0,15.1815,16.5017,0,0
108-89,86.4687,0,47.5248,38.9439,47.5248,38.9439,7.9208,0,39.604,38.9439,0,0
108-9,27.7233,0,12.5416,15.8418,11.2214,13.2014,8.5811,3.9605,2.6403,9.2409,0,0
108-93,127.3929,0,77.2278,50.1651,76.5677,50.1651,18.4819,0.6601,58.0858,49.505,0.6601,0
108-97,207.921,0,190.7592,17.1618,190.7592,17.1618,5.2806,1.3202,185.4786,15.8416,0,0
112-1,22.6668,0,21.3334,1.3334,21.3334,1.3334,20,0.6667,1.3334,0.6667,0,0
112-13,15.3335,0,10.0001,5.3334,10.0001,5.3334,9.3334,0.6667,0.6667,4.6667,0,0
112-17,14.0003,0,8.0003,6.6667,6.6669,6,6.0002,0.6667,0.6667,5.3333,0.6667,0
112-21,16.0002,0,10.6668,8.0001,10.6668,5.3334,10.6668,0,0,5.3334,0,0
112-25,14.667,0,8.0002,7.3335,8.0002,6.6668,7.3335,0,0.6667,6.6668,0,0
112-29,15.3337,0,6.0002,10.6669,5.3335,9.3335,4.6668,0.6667,0.6667,8.6668,0.6667,0
112-33,5.3334,0,2,3.3334,2,3.3334,2,2.6667,0,0.6667,0,0
112-37,4,0,4,0,4,0,4,0,0,0,0,0
112-41,2.6667,0,2,0.6667,1.3333,0.6667,1.3333,0,0,0.6667,0,0
112-45,3.3334,0,0.6667,2.6667,0.6667,2.6667,0.6667,0,0,2.6667,0,0
112-49,0,0,0,0,0,0,0,0,0,0,0,0
112-5,41.3334,0,40.6667,0.6667,40.6667,0.6667,40.6667,0,0,0.6667,0,0
112-53,10.0002,0,6.6668,4.0001,6.6668,3.3334,5.3335,0,1.3333,3.3334,0,0
112-57,28.6668,0.6667,20.6668,9.3333,20.6668,7.3333,20.6668,1.3333,0,6,0,0
112-61,12.6667,0,10,6,10,2.6667,10,0,0,2.6667,0,0
112-65,8.6668,0,6.0002,3.3333,6.0002,2.6666,6.0002,0,0,2.6666,0,0
112-69,15.3335,0,12.0001,4.6667,12.0001,3.3334,11.3334,1.3334,0.6667,2,0,0
112-9,30.6668,0.6667,28,4.0001,28,2.0001,28,0,0,2.0001,0,0
113-1,21.3335,0,14.0001,7.3334,12.0001,7.3334,5.3335,0,6.6666,7.3334,0,0
113-13,29.3336,0,26.6669,2.6667,26.0002,2,4.0002,0,22,2,0.6667,0
113-17,16.0003,0,13.3335,2.6668,13.3335,2.6668,5.3335,0,8,2.6668,0,0
113-21,31.3336,0,24.6668,6.6668,20.0001,6.6668,10.6667,0.6667,9.3334,6.0001,0,0
113-25,17.3335,0,12,5.3335,9.3333,5.3335,8,2,1.3333,3.3335,0.6667,0
113-29,50.6669,0,38,12.6669,34.6667,11.3335,34,0.6667,0.6667,10.6668,0,0
113-5,16.6668,0,12.0001,4.6667,11.3334,4.6667,6,0,5.3334,4.6667,0.6667,0
113-9,14.6669,0,10.6668,4.0001,8.0001,4.0001,4.6668,0,3.3333,4.0001,0,0
114-1,12.6671,0,6.0003,6.6668,5.3336,6.6668,4.0002,2.6666,1.3334,4.0002,0.6667,0
114-13,9.3336,0,6.0001,3.3335,6.0001,2.6668,5.3334,0,0.6667,2.6668,0,0
114-17,24.0002,0,15.3335,9.3334,11.3334,8.6667,11.3334,0,0,8.6667,0.6667,0
114-21,16.667,0,10.0001,6.6669,8.6667,6.6669,4.6667,1.3334,4,5.3335,0.6667,0
114-25,26.6671,0,20.0003,6.6668,19.3336,6.0001,17.3336,1.3334,2,4.6667,0.6667,0
114-29,20.6669,0,14.0001,6.6668,14.0001,6.6668,6.6668,3.3334,7.3333,3.3334,0,0
114-33,20.0003,0,14.0002,6.6668,12.0001,6.0001,10.6668,0.6667,1.3333,5.3334,0.6667,0
114-37,14.667,0,5.3334,9.3336,4.0001,9.3336,4.0001,2.0001,0,7.3335,0,0
114-5,8.667,0,4.0002,4.6668,4.0002,4.0001,4.0002,0.6667,0,3.3334,0,0
114-9,17.3336,0,12.6668,4.6668,12.6668,4.6668,7.3335,0.6667,5.3333,4.0001,0,0
116-1,26.6667,0,22.0001,5.3333,16.6667,4.6666,2,0,14.6667,4.6666,0,0
116-13,34.0003,0,18.0002,16.0001,12.0001,16.0001,10.6668,12.6667,1.3333,3.3334,4.6667,0
116-17,18.0002,0,10.0001,8.0001,8.0001,8.0001,3.3334,2.6667,4.6667,5.3334,0.6667,0
116-21,28.6668,0,19.3334,9.3334,10,9.3334,0.6667,0.6667,9.3333,8.6667,0.6667,0
116-25,46.6669,0,32.6669,14,22.0002,13.3333,4.6668,6.6666,17.3334,6.6667,3.3334,0
116-5,19.3334,0,18.0001,1.3333,4.6667,1.3333,2,0,2.6667,1.3333,0,0
116-9,26.0001,0,21.3334,4.6667,19.3334,4.6667,2.6667,0,16.6667,4.6667,0,0
117-1,22.6668,0,14.6667,8.0001,8.6667,8.0001,2.6667,2.6667,6,5.3334,3.3333,0
117-13,6,0,4.6667,1.3333,2.6667,1.3333,2,0,0.6667,1.3333,0,0
117-17,53.3334,0,35.3334,18,6.0001,17.3333,1.3334,0,4.6667,17.3333,2,0
117-21,55.3332,0,29.3332,26,7.3333,26,6,14.6667,1.3333,11.3333,8.6666,0
117-25,15.3334,0,5.3334,10,3.3333,9.3333,3.3333,4.6666,0,4.6667,1.3334,0
117-29,35.3333,0,15.3333,20,2.6667,20,2.6667,12.6667,0,7.3333,6,0
117-33,145.3336,0,42.0002,103.3334,18.0001,103.3334,16.0001,84,2,19.3334,6,0
117-5,17.3335,0,10.6668,6.6667,7.3335,6.6667,3.3335,0,4,6.6667,0,0
117-9,29.3334,0,23.3334,6,4.6667,6,0.6667,0,4,6,1.3334,0
118-1,10.0003,0,6.0002,4.0001,4.0001,4.0001,2.0001,1.3334,2,2.6667,1.3334,0
118-13,7.3333,0,4,3.3333,3.3333,3.3333,2,0,1.3333,3.3333,0.6667,0
118-17,16,0,12.6666,3.3334,9.9999,3.3334,2.6666,0.6667,7.3333,2.6667,0.6667,0
118-21,22,0,16,6,13.3333,5.3333,4.6667,0,8.6666,5.3333,0.6667,0
118-25,2.6667,0,0.6667,2,0,2,0,0,0,2,0,0
118-29,4.0001,0,4.0001,0,2.6667,0,2.6667,0,0,0,0.6667,0
118-33,2.6667,0,2,0.6667,1.3333,0.6667,1.3333,0,0,0.6667,0,0
118-5,19.3335,0,12.0001,7.3334,9.3334,6.6667,1.3334,0,8,6.6667,0.6667,0
118-9,10.6667,0,3.3333,7.3334,2,7.3334,0.6667,0.6667,1.3333,6.6667,0,0
119-1,6.6667,0,3.3334,3.3333,2.6667,3.3333,0,0,2.6667,3.3333,0,0
119-13,16.6669,0,9.3335,7.3334,9.3335,6.6667,9.3335,0.6667,0,6,0,0
119-17,43.3335,0,29.3335,14,23.3335,12,21.3335,0,2,12,2,0
119-21,27.3337,0,16.6668,10.6669,14.0001,6.0002,13.3334,0.6667,0.6667,5.3335,0.6667,0
119-25,20.0002,0,12.0001,8.0001,6.6668,6.6668,6.6668,4.6667,0,2.0001,3.3333,0
119-29,36.6669,0,24.0001,12.6668,13.3334,11.3334,13.3334,5.9999,0,5.3335,6,0
119-5,17.3334,0,14.0001,3.3333,10,3.3333,4.6667,0,5.3333,3.3333,1.3334,0
119-9,19.3335,0,14.6668,4.6667,14.0001,4,9.3334,0.6667,4.6667,3.3333,0,0
12-1,39.3336,0,24.0001,15.3335,24.0001,15.3335,12.6668,8.6667,11.3333,6.6668,0,0
12-13,24.0003,0,6.0002,18.0001,5.3335,18.0001,5.3335,2.6667,0,15.3334,0,0
12-17,44.6669,0,7.3334,37.3335,6.6667,37.3335,6.6667,14.6667,0,22.6668,0,0
12-21,27.3334,0,10.6667,16.6667,10.6667,16,10,4.6667,0.6667,11.3333,0,0
12-25,117.3336,0,23.3335,94.0001,22.0001,93.3334,22.0001,38.0001,0,55.3333,0.6667,0
12-29,383.3338,0,46.0002,337.3336,42.0002,337.3336,42.0002,88.6668,0,248.6668,1.3333,0
12-33,90.0002,0,12.0002,78,11.3335,78,11.3335,29.3333,0,48.6667,0.6667,0
12-37,260.6669,0,13.3335,247.3334,12.6668,247.3334,12.6668,162,0,85.3334,0,0
12-41,364.0002,0,40.0001,324.0001,38.6668,143.3334,38.0001,65.3333,0.6667,78.0001,0,0
12-45,186.0002,0,26.6668,159.3334,26.6668,159.3334,26.6668,141.3334,0,18,0,0
12-49,283.3334,0,16,267.3334,16,267.3334,16,238,0,29.3334,0,0
12-5,43.3337,0,11.3336,32.0001,11.3336,32.0001,8.6669,6,2.6667,26.0001,0,0
12-53,96.0002,0,4.0001,92.0001,4.0001,92.0001,4.0001,74.6667,0,17.3334,0,0
12-57,208,0,4,204,2.6667,204,2.6667,188,0,16,1.3333,0
12-61,138.6668,0,1.3334,137.3334,1.3334,137.3334,1.3334,129.3333,0,8.0001,0,0
12-65,222.6666,0,3.3334,219.3332,3.3334,219.3332,3.3334,205.9999,0,13.3333,0,0
12-69,249.3336,0,2.6667,246.6669,2.6667,246.0002,2.6667,234.0001,0,12.0001,0,0
12-73,194.6667,0,0,194.6667,0,194.6667,0,190.6667,0,4,0,0
12-77,150.6667,0,0.6667,150,0.6667,150,0.6667,143.9999,0,6.0001,0,0
12-81,120,0,0,120,0,120,0,114.6667,0,5.3333,0,0
12-9,54.0002,0,12.0002,42.6667,11.3335,42,10.6668,10.6667,0.6667,31.3333,0,0
120-1,32.0002,0,26.0001,6.0001,16,5.3334,9.3334,2,6.6666,3.3334,4.6667,0
120-13,44.0002,0,34.6668,9.3334,23.3335,9.3334,16.0001,0,7.3334,9.3334,6,0
120-17,61.3335,0,47.3333,14.0002,40,13.3335,14.6667,2.0001,25.3333,11.3334,2,0
120-21,147.3339,0,117.3336,30.667,109.3335,21.3335,66.0001,0,43.3334,21.3335,4.6667,0
120-25,186.667,0,163.3335,23.3335,154.6668,23.3335,20.0001,3.3334,134.6667,20.0001,2.6667,0
120-29,176.0003,0,131.3336,44.6667,120.0003,40.0001,72.0003,10.0001,48,30,10,0
120-33,70.6668,0,46.6667,24.0001,42.6666,24.0001,41.3333,9.3334,1.3333,14.6667,3.3334,0
120-5,65.3335,0,52.6666,12.6669,43.3333,12.0002,34,0.6667,9.3333,11.3335,8,0
120-9,58.6669,0,40.0003,18.6666,17.3336,18.6666,15.3336,4,2,14.6666,4,0
124-1,5.4644,0,0,5.4644,0,5.4644,0,1.6393,0,3.8251,0,0
124-13,68.3052,0,19.6717,48.6335,16.3932,48.0871,15.8468,19.672,0.5464,28.4151,1.6392,0
124-17,181.4196,0,45.3546,136.065,35.5187,134.4257,28.9614,74.8631,6.5573,59.5626,5.4644,0
124-21,10.9288,0,1.0929,9.8359,1.0929,9.8359,1.0929,3.2786,0,6.5573,0,0
124-5,27.3217,0,15.8465,11.4752,9.2892,10.3823,8.7428,4.3714,0.5464,6.0109,6.0109,0
124-9,45.3544,0,16.3929,28.9615,12.5679,28.9615,10.3821,7.6502,2.1858,21.3113,3.2786,0
125-1,10.6668,0,4.6667,6.0001,4.6667,6.0001,2.6667,4.6667,2,1.3334,0,0
125-5,12.6669,0,6.6668,6.0001,5.3334,6.0001,1.3334,2.0001,4,4,0.6667,0
126-1,11.3334,0,4,7.3334,4,7.3334,2.6667,1.3334,1.3333,6,0,0
126-5,10.0001,0,4.6667,5.3334,4.6667,5.3334,1.3334,0,3.3333,5.3334,0,0
127-1,44.0002,0,20.6667,23.3335,18.6667,22.6668,11.3334,10,7.3333,12.6668,2,0
127-13,22.6668,0,15.3334,7.3334,14,7.3334,8,4.6667,6,2.6667,1.3334,0
127-17,84.667,0,44.6668,40.0002,34.6668,40.0002,33.3335,30.6668,1.3333,9.3334,6,0
127-21,64.0001,0,28.6666,35.3335,18.6667,35.3335,18.6667,28.0001,0,7.3334,2.6666,0
127-25,6.0001,0,3.3334,2.6667,2.6667,2.6667,2.6667,0,0,2.6667,0.6667,0
127-5,28.0002,0,15.3334,12.6668,12.6667,12.6668,6.6667,5.3334,6,7.3334,2.6667,0
127-9,39.3337,0,22.0002,17.3335,20.0002,17.3335,15.3335,11.3334,4.6667,6.0001,2,0
128-1,15.3334,0,5.3333,10.0001,5.3333,10.0001,4,3.3334,1.3333,6.6667,0,0
128-13,54.0001,0,34,20.0001,26,20.0001,26,9.3334,0,10.6667,2.6667,0
128-17,12.0002,0,5.3335,6.6667,4.6668,6.6667,4.0001,2.6667,0.6667,4,0.6667,0
128-21,10.6668,0,6.0001,4.6667,5.3334,4.6667,4.6667,0,0.6667,4.6667,0.6667,0
128-25,8.6667,0,4,4.6667,2.6667,4.6667,2.6667,0,0,4.6667,0,0
128-5,16.0003,0,8.0002,8.0001,7.3335,7.3334,5.3335,1.3333,2,6.0001,0.6667,0
128-9,11.3335,0,4.6667,6.6668,2.6667,6.6668,0.6667,2.0001,2,4.6667,0,0
129-1,8.0002,0,2.6667,5.3335,2.6667,5.3335,2,0.6667,0.6667,4.6668,0,0
129-13,28.0001,0,4.6667,23.3334,4,23.3334,4,18.6667,0,4.6667,0,0
129-17,14.6667,0,8.6667,6,3.3333,6,2,2,1.3333,4,0,0
129-21,67.3338,0,46.0003,21.3335,23.3336,21.3335,10.6669,1.3334,12.6667,20.0001,6.6667,0
129-25,36.6669,0,22.0002,14.6667,18.6669,14.6667,12.6669,0.6667,6,14,3.3333,0
129-29,34.0003,0.6667,22.0002,11.3334,16.6668,11.3334,12.0001,0,4.6667,11.3334,4.6667,0
129-33,17.3336,0,9.3335,8.0001,8.6668,8.0001,7.3335,0,1.3333,8.0001,0,0
129-5,38.0003,0.6667,14.0001,23.3335,9.3334,23.3335,7.3334,15.3334,2,8.0001,1.3334,0
129-9,85.3338,0,36.0004,49.3334,28.0003,48.6667,28.0003,36.0001,0,12.6666,6.6668,0
13-1,10.0003,0,2.0001,8.0002,2.0001,8.0002,2.0001,6.0001,0,2.0001,0,0
13-13,14,0,4,10,4,10,4,8,0,2,0,0
13-17,32.0003,0,3.3335,29.3335,2.6668,28.6668,2.6668,23.3334,0,5.3334,0,0
13-21,37.334,0.6667,9.3336,28.0004,8.6669,27.3337,8.0002,18,0.6667,9.3337,0,0
13-25,30.0002,0,11.3334,18.6668,10.6667,18.6668,9.3334,12.6666,1.3333,6.0002,0.6667,0
13-29,14.0003,0,3.3335,10.6668,2.6668,10.6668,2.6668,8.0001,0,2.6667,0.6667,0
13-33,44.6671,0,10.6669,34.0002,10.6669,33.3335,10.0002,28.6667,0.6667,4.6668,0,0
13-37,130.6671,0,12.0002,118.6669,10.6668,118.6669,8.6668,112,2,6.6669,0,0
13-41,38.0001,0,10.0002,28.6666,9.3335,27.9999,8.6668,18.6666,0.6667,9.3333,0,0
13-45,34.6668,0,3.3333,31.3335,3.3333,31.3335,2,26.6667,1.3333,4.6668,0,0
13-49,156.667,0,12.6667,144.667,12,140.0003,8.6667,112.0001,3.3333,28.0002,0,0
13-5,21.3335,0,4.0001,17.3334,3.3334,17.3334,3.3334,17.3334,0,0,0,0
13-53,224.6669,0,17.3334,209.3335,14.6667,203.3335,14,120.6667,0.6667,82.6668,0.6667,0
13-57,117.3335,0,4.6668,112.6667,4.6668,112,4.6668,78,0,34,0,0
13-61,9.3335,0,0.6667,8.6668,0.6667,8.6668,0.6667,2.6666,0,6.0002,0,0
13-65,4.6668,0,0.6667,4.0001,0.6667,4.0001,0.6667,0,0,4.0001,0,0
13-69,9.3333,0,2,8.6666,0.6667,7.3333,0.6667,2,0,5.3333,0,0
13-73,2,0,0,2,0,2,0,1.3333,0,0.6667,0,0
13-9,4.0001,0,0.6667,3.3334,0.6667,3.3334,0.6667,0.6667,0,2.6667,0,0
130-1,26.6669,0,7.3333,19.3336,5.3333,19.3336,2.6667,9.3335,2.6666,10.0001,2,0
130-13,38.0001,0,12.6667,25.3334,11.3334,25.3334,10.6667,17.3333,0.6667,8.0001,1.3333,0
130-17,18.667,0,5.3335,13.3335,4.6668,13.3335,4.0001,8.0001,0.6667,5.3334,0,0
130-5,158.6672,0,48.6669,110.0003,36.0001,105.3336,33.3334,82.6668,2.6667,22.6668,9.3334,0
130-9,56.6668,0,16.0001,40.6667,14.6668,40.6667,6.6668,22.6667,8,18,0,0
131-1,16.6668,0,4.6667,12.0001,4,11.3334,4,6.6667,0,4.6667,0.6667,0
131-13,15.3336,0,5.3334,10.0002,5.3334,10.0002,4.6667,8.6668,0.6667,1.3334,0,0
131-17,16.0002,0,6.0001,10.0001,6.0001,10.0001,6.0001,10.0001,0,0,0,0
131-21,12.0002,0,4.6668,7.3334,4.6668,7.3334,4.6668,4.6667,0,2.6667,0,0
131-25,16.0001,0,7.3334,8.6667,7.3334,8.6667,4.6667,5.3333,2.6667,3.3334,0,0
131-5,10.6668,0,2.0001,8.6667,2.0001,8.6667,2.0001,4.6667,0,4,0,0
131-9,10.6668,0,2,8.6668,2,8.6668,2,7.3334,0,1.3334,0,0
132-1,14.0002,0,4.6667,9.3335,4.6667,9.3335,4.6667,6.6667,0,2.6668,0,0
132-13,5.3335,0,3.3335,2,2.6668,2,1.3334,1.3333,1.3334,0.6667,0,0
132-5,8,0,4,4,4,4,4,2,0,2,0,0
132-9,12.0003,0,3.3334,8.6669,3.3334,8.6669,3.3334,6.0001,0,2.6668,0,0
135-1,71.3335,0,61.3335,10.6667,16.6667,7.3334,10.6667,0.6667,6,6.6667,2,0
135-13,29.334,0,17.3337,12.667,15.3336,10.0002,10.6669,0.6667,4.6667,9.3335,1.3334,0
135-17,29.3336,0,16.6667,12.6669,14,12.0002,11.3334,3.3334,2.6666,8.6668,0,0
135-21,49.3341,0,30.0006,19.3335,28.6672,18.0001,22.6672,2.6668,6,15.3333,0,0
135-25,214.6662,0,142.6664,74.6664,129.3332,65.3332,126.6665,24,2.6667,41.3332,0,0
135-29,42.0005,0,32.0004,10.6668,28.6669,9.3334,20.6669,0.6667,8,8.6667,1.3334,0
135-33,34.0003,0,18.0002,16.6668,17.3335,15.3334,11.3335,1.3334,6,14,0,0
135-37,22.0002,0,10.6668,12.0001,10.0001,10.0001,4.0001,0.6667,6,9.3334,0,0
135-41,87.3335,0,68.6667,18.6668,66.6667,18.0001,7.3334,0,59.3333,18.0001,1.3333,0
135-45,26.6671,0,17.3336,9.3335,15.3335,8.0001,3.3335,0.6667,12,7.3334,1.3334,0
135-5,16.667,0,10.6668,7.3335,9.3335,5.3335,7.3335,0.6667,2,4.6668,0,0
135-9,25.3339,0,17.3337,8.0002,16.0003,7.3335,14.0003,2.0001,2,5.3334,0.6667,0
136-1,16.0001,0,7.3334,8.6667,7.3334,8.6667,5.3334,0,2,8.6667,0,0
136-13,6.0001,0,2.6667,3.3334,2.6667,3.3334,2.6667,0,0,3.3334,0,0
136-17,6.0001,0,4,2.0001,3.3333,1.3334,3.3333,0,0,1.3334,0,0
136-21,9.3335,0,5.3334,4.0001,4.6667,3.3334,4.6667,1.3333,0,2.0001,0.6667,0
136-25,6.6667,0,2.6667,4,2.6667,4,0,0.6667,2.6667,3.3333,0,0
136-29,43.3336,0,33.3335,10.0001,33.3335,10.0001,12.0001,0.6667,21.3334,9.3334,0,0
136-33,650.6669,0,632.0002,18.6667,626.6668,18.6667,72.0001,0,554.6667,18.6667,0,0
136-37,64.0004,0,56.0003,8.0001,52.667,8.0001,19.3337,1.3334,33.3333,6.6667,0,0
136-5,18.6665,0,5.3333,13.3332,5.3333,13.3332,4,1.3333,1.3333,11.9999,0,0
136-9,16.6668,0,6,10.6668,6,10.6668,6,1.3334,0,9.3334,0,0
139-1,25.3334,0.6667,4.6667,20,2,20,2,0,0,20,0,0
139-10,172.0001,0,11.3334,160.6667,11.3334,160.6667,10.6667,0,0.6667,160.6667,0,0
139-11,139.3333,0,16.6667,122.6666,14,122.6666,14,0,0,122.6666,0,0
139-12,149.3333,0,11.3333,138,10,138,10,0,0,138,0,0
139-13,129.3334,0.6667,15.3333,113.3334,11.3333,113.3334,11.3333,0,0,113.3334,0,0
139-14,247.9999,0,29.3333,218.6666,13.3333,218.6666,13.3333,0,0,218.6666,0,0
139-15,220.0001,0,24.0001,196,19.3334,196,19.3334,0,0,196,0.6667,0
139-16,234,4,40.6667,189.3333,28.6667,189.3333,28.6667,0,0,189.3333,0,0
139-17,236.0001,4,31.3334,200.6667,22.6667,200.6667,22.6667,0.6667,0,200,0.6667,0
139-18,230.0001,0,44.6667,185.3334,24.6667,185.3334,24.6667,0,0,185.3334,0,0
139-19,158.6667,0.6667,34,124,18,124,18,0,0,124,0,0
139-2,48.6667,0,9.3333,39.3334,5.3333,39.3334,5.3333,0,0,39.3334,0,0
139-20,100,1.3333,9.3333,89.3334,4,89.3334,4,0,0,89.3334,0,0
139-21,76,2.6667,0,73.3333,0,73.3333,0,0,0,73.3333,0,0
139-22,51.3334,0,1.3333,50.0001,0,50.0001,0,0,0,50.0001,0,0
139-23,99.3334,2,2.6667,94.6667,0.6667,94,0.6667,0.6667,0,93.3333,0,0
139-24,80,0,14,66,0.6667,66,0.6667,0,0,66,0,0
139-25,107.3334,2.6667,6.6667,98,2,98,2,0.6667,0,97.3333,0,0
139-26,124.6667,0.6667,12.6667,111.3333,0.6667,111.3333,0.6667,0,0,111.3333,0,0
139-27,196,0.6667,20,175.3333,7.3333,175.3333,7.3333,0.6667,0,174.6666,0,0
