sample_id,zoopTotal_sum,FF_sum,Omni_sum,Carni_sum,Cope_omni_sum,Cope_carni_sum,Cal_omni_sum,Cal_carni_sum,Cyc_omni_sum,Cyc_carni_sum,otherCopepods_omni_sum,otherCopepods_carni_sum
316-51,94.0003,14.6667,32.0002,47.3334,28.6668,46.6667,17.3334,1.3334,11.3334,45.3333,0.6667,0
316-52,136.6666,0,83.9999,52.6667,81.3333,48.0001,62,3.3334,19.3333,44.6667,0,0
316-53,277.7777,15.5556,179.9998,82.2223,173.3332,82.2223,148.8888,4.4444,24.4444,77.7779,6.6666,0
316-54,136.6669,3.3333,81.3335,52.0001,79.3334,45.3334,50.6668,8.0001,28.6666,37.3333,1.3334,0
316-55,174.6668,23.3334,115.3333,36.0001,112.6666,34.6667,80,2.6667,32.6666,32,0.6667,0
316-56,88.6666,0.6667,57.3334,30.6665,50.6666,29.3332,40.6666,7.3333,10,21.9999,3.3334,0
316-57,115.3335,4.6667,68.0002,42.6666,60.6669,40,58.0002,12,2.6667,28,6,0
316-58,80.6668,0.6667,49.3334,30.6667,46.0001,30,36.0001,4,10,26,2,0
316-59,47.3334,0.6667,16.6667,30,14.0001,29.3333,13.3334,5.3333,0.6667,24,0,0
316-6,13.3333,0,3.3333,10,3.3333,8.6667,1.3333,0.6667,2,8,0,0
316-60,63.3334,1.3334,24,38,20,38,18.6667,2,1.3333,36,1.3334,0
316-61,230.0002,1.6667,105.0002,123.3333,101.6668,121.6666,95.0001,0,6.6667,121.6666,3.3334,0
316-62,54.0001,1.3334,17.3333,35.3334,16.6666,34.6667,10,0.6667,6.6666,34,0.6667,0
316-63,70.6668,4,14.0001,52.6667,14.0001,52.6667,13.3334,0.6667,0.6667,52,0,0
316-64,91.3336,0.6667,10.6668,80.0001,10.6668,76.6667,6.0001,2,4.6667,74.6667,0,0
316-65,228.6666,9.3333,70,149.3333,70,146,70,4,0,142,0,0
316-66,98,3.3333,32,62.6667,25.3333,62.6667,9.3333,0.6667,16,62,6.6667,0
316-67,52.0002,0,22.0001,30.0001,20.0001,30.0001,4.6668,0.6667,15.3333,29.3334,2,0
316-68,85.3334,0,78.0001,7.3333,77.3334,7.3333,4.6667,0,72.6667,7.3333,0.6667,0
316-69,43.3335,8.6667,6.6668,28,6.6668,27.3333,6.6668,4,0,23.3333,0,0
316-7,20,0,5.3333,14.6667,5.3333,14.6667,4,0,1.3333,14.6667,0,0
316-70,12,0,0.6667,11.3333,0.6667,11.3333,0.6667,2,0,9.3333,0,0
316-71,16.0001,0,3.3334,12.6667,3.3334,12.6667,1.3334,1.3333,2,11.3334,0,0
316-72,13.3335,0,3.3334,10.0001,3.3334,10.0001,2.6667,2.0001,0.6667,8,0,0
316-73,85.3333,0,2,83.3333,2,83.3333,2,74,0,9.3333,0,0
316-74,45.3333,0,0,45.3333,0,45.3333,0,41.3333,0,4,0,0
316-75,12,0,0,12,0,12,0,2,0,10,0,0
316-76,11.3334,0,0.6667,10.6667,0.6667,10.6667,0,6.6667,0.6667,4,0,0
316-77,21.3334,0,2.6667,18.6667,2.6667,18,0.6667,8.6667,2,9.3333,0,0
316-78,12.6667,0,2.6666,10.0001,2.6666,10.0001,1.3333,2.6667,1.3333,7.3334,0,0
316-79,8,0,0.6667,7.3333,0.6667,7.3333,0,3.3333,0.6667,4,0,0
316-8,14,0,4.6667,9.3333,4.6667,9.3333,4.6667,0,0,9.3333,0,0
316-80,8.6668,0,0.6667,8.0001,0.6667,8.0001,0.6667,1.3334,0,6.6667,0,0
316-81,22.0001,0,2.6667,19.3334,2.6667,19.3334,0.6667,2.6667,2,16.6667,0,0
316-82,14,0,1.3333,12.6667,1.3333,12.6667,1.3333,2,0,10.6667,0,0
316-83,8,0,0.6667,7.3333,0.6667,7.3333,0.6667,1.3333,0,6,0,0
316-84,10,0,0.6667,9.3333,0.6667,9.3333,0.6667,0,0,9.3333,0,0
316-85,8.6668,0,6.0001,2.6667,6.0001,2,2.6667,0,3.3334,2,0,0
316-86,6,0,0,6,0,6,0,0,0,6,0,0
316-87,2.6667,0,0.6667,2,0.6667,2,0,0,0.6667,2,0,0
316-88,5.3334,0,0,5.3334,0,5.3334,0,0.6667,0,4.6667,0,0
316-89,6,0,2,4,2,4,0,0,2,4,0,0
316-9,14.6667,0,7.3334,7.3333,6.6667,7.3333,4,0,2.6667,7.3333,0,0
316-90,6.0001,0.6667,5.3334,0,4.6667,0,0,0,4.6667,0,0,0
321-1,75.7428,0,74.4368,1.306,74.4368,1.306,0,0,74.4368,1.306,0,0
321-10,0.653,0,0.653,0,0.653,0,0.653,0,0,0,0,0
321-11,1.959,0,1.959,0,1.306,0,0.653,0,0.653,0,0,0
321-12,0.653,0,0.653,0,0.653,0,0,0,0.653,0,0,0
321-13,3.2648,0,3.2648,0,3.2648,0,0,0,3.2648,0,0,0
321-14,3.9178,0,3.2648,0.653,3.2648,0.653,2.6118,0,0.653,0.653,0,0
321-15,0.653,0,0,0.653,0,0.653,0,0,0,0.653,0,0
321-16,33.3008,0,33.3008,0,33.3008,0,9.1414,0,24.1594,0,0,0
321-17,50.9305,0,50.9305,0,50.9305,0,0,0,50.9305,0,0,0
321-18,5.8766,0,5.8766,0,5.8766,0,0,0,5.8766,0,0,0
321-19,8.4885,0,8.4885,0,8.4885,0,1.9589,0,6.5296,0,0,0
321-2,13.0591,0,13.0591,0,13.0591,0,5.2236,0,7.8355,0,0,0
321-20,11.1004,0,9.7945,1.3059,9.7945,1.3059,2.6119,0,7.1826,1.3059,0,0
321-21,9.1415,0,7.1826,1.9589,7.1826,1.9589,2.6119,0,4.5707,1.9589,0,0
321-22,7.1826,0,6.5296,0.653,6.5296,0.653,1.3059,0,5.2237,0.653,0,0
321-23,9.7946,0,7.1827,2.6119,7.1827,2.6119,5.2238,0,1.9589,2.6119,0,0
321-24,48.9717,0,36.5655,12.4062,36.5655,11.7532,29.383,3.9178,7.1825,7.8354,0,0
321-25,72.4783,0,65.2956,7.1827,64.6426,5.8768,56.8072,4.5708,7.8354,1.306,0.653,0
321-26,52.8896,0,41.1364,11.7532,39.8304,11.7532,35.2596,4.5707,4.5708,7.1825,0.653,0
321-27,48.9719,0,40.4835,8.4884,39.1775,8.4884,33.3008,6.5295,5.8767,1.9589,0.653,0
321-28,91.4139,0,76.396,15.0179,71.1722,15.0179,63.3367,9.7943,7.8355,5.2236,1.9589,0
321-29,52.8895,0,44.4011,8.4884,41.1362,8.4884,28.7301,5.8766,12.4061,2.6118,0.653,0
321-3,6.5296,0,6.5296,0,6.5296,0,2.6119,0,3.9177,0,0,0
321-30,40.4836,0,36.5657,3.9179,33.9538,3.2649,31.342,3.2649,2.6118,0,1.3059,0
321-31,72.4784,0,64.6427,7.8357,62.6837,7.1827,51.5834,6.5297,11.1003,0.653,0.653,0
321-32,63.3369,0,62.0309,1.306,60.0719,1.306,48.9716,1.306,11.1003,0,0,0
321-33,65.9486,0,62.0308,3.9178,58.766,3.2648,41.1362,2.6118,17.6298,0.653,0,0
321-34,43.7481,0,33.3008,10.4473,31.9948,10.4473,28.0771,1.9589,3.9177,8.4884,0,0
321-35,71.8254,0,62.0309,9.7945,58.1131,9.7945,43.0951,1.9589,15.018,7.8356,3.9178,0
321-36,71.8253,0,62.0308,9.7945,57.4601,9.7945,34.6066,1.306,22.8535,8.4885,1.9589,0
321-37,86.1904,0,73.1313,13.0591,71.1724,13.0591,46.36,1.9589,24.8124,11.1002,1.3059,0
321-38,69.2133,0,52.2365,16.9768,50.9305,16.9768,25.4653,1.9589,25.4652,15.0179,0.653,0
321-39,79.6607,0,70.5193,9.1414,70.5193,9.1414,31.9949,0.653,38.5244,8.4884,0,0
321-4,33.3008,0,30.689,2.6118,30.689,2.6118,19.5887,2.6118,11.1003,0,0,0
321-40,72.4781,0,65.9486,6.5295,65.2956,6.5295,39.1773,0,26.1183,6.5295,0,0
321-41,48.3188,0,44.401,3.9178,44.401,3.9178,25.4653,0.653,18.9357,3.2648,0,0
321-42,33.9538,0,33.3008,0.653,32.6478,0.653,2.6119,0,30.0359,0.653,0,0
321-43,31.995,0,30.0361,1.9589,30.0361,1.9589,0.653,0.653,29.3831,1.3059,0,0
321-44,10.4473,0,9.1413,1.306,9.1413,1.306,1.3059,0.653,7.8354,0.653,0,0
321-45,10.4473,0,8.4884,1.9589,5.2236,1.9589,0,0,5.2236,1.9589,3.2648,0
321-46,10.4475,0,9.7945,0.653,9.1415,0.653,0,0,9.1415,0.653,0,0
321-47,21.5476,0,20.8946,0.653,20.8946,0.653,0.653,0,20.2416,0.653,0,0
321-48,11.1004,0,11.1004,0,9.7944,0,0,0,9.7944,0,0,0
321-49,4.5709,0,3.2649,1.306,2.6119,0.653,0,0.653,2.6119,0,0.653,0
321-5,13.7122,0,11.7533,1.9589,11.7533,1.9589,11.7533,0,0,1.9589,0,0
321-50,2.6119,0,2.6119,0,2.6119,0,0,0,2.6119,0,0,0
321-51,3.2648,0,3.2648,0,3.2648,0,0,0,3.2648,0,0,0
321-52,1.959,0,1.306,0.653,1.306,0.653,0,0.653,1.306,0,0,0
321-53,2.6119,0,2.6119,0,2.6119,0,0,0,2.6119,0,0,0
321-54,1.959,0,1.959,0,1.959,0,0.653,0,1.306,0,0,0
321-55,2.6118,0,2.6118,0,2.6118,0,0,0,2.6118,0,0,0
321-56,0,0,0,0,0,0,0,0,0,0,0,0
321-57,1.9589,0,1.9589,0,1.9589,0,0,0,1.9589,0,0,0
321-58,3.9177,0,3.9177,0,3.9177,0,0,0,3.9177,0,0,0
321-59,6.5296,0,6.5296,0,6.5296,0,0,0,6.5296,0,0,0
321-6,38.5245,0,38.5245,0,37.2185,0,26.7712,0,10.4473,0,0,0
321-60,9.7944,0,9.7944,0,9.7944,0,0.653,0,9.1414,0,0,0
321-61,3.2648,0,3.2648,0,3.2648,0,0,0,3.2648,0,0,0
321-62,11.7532,0,11.1002,0.653,11.1002,0.653,0,0,11.1002,0.653,0,0
321-63,7.1826,0,6.5296,0.653,6.5296,0.653,0,0,6.5296,0.653,0,0
321-64,11.7532,0,10.4473,1.3059,10.4473,1.3059,0,0,10.4473,1.3059,0,0
321-65,11.1003,0,10.4473,0.653,10.4473,0.653,0,0,10.4473,0.653,0,0
321-66,1.9589,0,0.653,1.3059,0.653,1.3059,0,0,0.653,1.3059,0,0
321-67,25.4652,0,25.4652,0,25.4652,0,0,0,25.4652,0,0,0
321-68,53.5423,0,47.0128,6.5295,47.0128,6.5295,0,0,47.0128,6.5295,0,0
321-69,59.4189,0,59.4189,0,59.4189,0,0,0,59.4189,0,0,0
321-7,24.1594,0,23.5064,0.653,23.5064,0.653,5.8766,0.653,17.6298,0,0,0
321-70,11.7533,0,11.1003,0.653,11.1003,0.653,0,0.653,11.1003,0,0,0
321-71,16.324,0,15.0181,1.3059,15.0181,1.3059,0.653,0,14.3651,1.3059,0,0
321-72,4.5708,0,3.9178,0.653,3.9178,0.653,0.653,0,3.2648,0.653,0,0
321-73,6.5295,0,5.2236,1.3059,5.2236,0,0,0,5.2236,0,0,0
321-74,8.4885,0,8.4885,0,8.4885,0,0,0,8.4885,0,0,0
321-75,9.1414,0,7.8354,1.306,7.8354,1.306,0,0.653,7.8354,0.653,0,0
321-76,14.3651,0,11.1002,3.2649,9.7943,2.6119,0,1.9589,9.7943,0.653,0,0
321-77,3.2649,0,2.6119,0.653,2.6119,0.653,0.653,0,1.9589,0.653,0,0
321-78,7.8357,0,3.9179,3.9178,3.2649,3.9178,2.6119,0,0.653,3.9178,0,0
321-79,16.9769,0,13.0591,3.9178,13.0591,3.9178,13.0591,0,0,3.9178,0,0
321-8,9.1414,0,9.1414,0,9.1414,0,3.9177,0,5.2237,0,0,0
321-80,16.9769,0,15.018,1.9589,11.1002,1.9589,9.7943,0,1.3059,1.9589,0,0
321-81,20.8947,0,12.4062,8.4885,7.8355,8.4885,7.8355,0.653,0,7.8355,0,0
321-82,39.1774,0,36.5655,2.6119,33.3007,2.6119,30.6889,1.9589,2.6118,0.653,0,0
321-83,111.0024,0,104.4728,6.5296,88.1489,6.5296,55.5012,3.2648,32.6477,3.2648,0,0
321-9,3.9178,0,3.9178,0,3.9178,0,0.653,0,3.2648,0,0,0
322-1,26.0002,0,18.0001,8.0001,18.0001,7.3334,5.3334,2,12.6667,5.3334,0,0
322-13,9.3334,0,2.6667,6.6667,2.6667,6.6667,0,0,2.6667,6.6667,0,0
322-17,11.3334,0,10,1.3334,10,0.6667,0,0,10,0.6667,0,0
322-21,6.6667,0,2.6667,4,2.6667,4,0,0,2.6667,4,0,0
322-25,18.6667,0,2,16.6667,2,16.6667,1.3333,0.6667,0.6667,16,0,0
322-29,14,0,0,14,0,14,0,0,0,14,0,0
322-33,8.6668,0,2.6667,6.0001,2.6667,5.3334,1.3334,0,1.3333,5.3334,0,0
322-37,14.6668,0,4.6667,10.0001,4.6667,10.0001,4.6667,0,0,10.0001,0,0
322-41,13.3333,0,12,1.3333,12,1.3333,2.6667,0,9.3333,1.3333,0,0
322-45,22.0001,0,17.3334,4.6667,17.3334,4.6667,8.6667,0,8.6667,4.6667,0,0
322-49,17.3335,0,6.0001,11.3334,6.0001,11.3334,2.0001,0,4,11.3334,0,0
322-5,34.0002,0,15.3334,18.6668,15.3334,18.6668,2.0001,0.6667,13.3333,18.0001,0,0
322-53,62.0002,0,49.3334,13.3335,32,9.3335,18,0,14,9.3335,0,0
322-57,26.0002,0,16.0002,10,12.6668,8.6667,6.6668,0.6667,6,8,0.6667,0
322-61,26.0004,0,20.667,5.3334,18.0002,5.3334,5.3335,1.3334,12.6667,4,0,0
322-65,59.3334,0,50.6667,8.6667,50,8.6667,12,0,38,8.6667,0,0
322-69,13.3334,0,10.6667,2.6667,10.6667,2.6667,4,0,6.6667,2.6667,0,0
322-73,132.6668,0,128.6668,4,128.6668,4,2.0001,0,126.6667,4,0,0
322-77,80.6667,0,80.6667,0,79.3334,0,2.6667,0,76.6667,0,0,0
322-81,109.3334,0,106.6667,2.6667,106.6667,2.6667,17.3334,0,89.3333,2.6667,0,0
322-9,14.6667,0,2.6667,12,2.6667,11.3333,0,0,2.6667,11.3333,0,0
323-1,4.0001,0,2.6667,1.3334,2.6667,1.3334,2.6667,0.6667,0,0.6667,0,0
323-13,6.6667,0,6,0.6667,6,0,0.6667,0,5.3333,0,0,0
323-17,5.3334,0,5.3334,0,5.3334,0,3.3334,0,2,0,0,0
323-21,5.3334,0,5.3334,0,5.3334,0,3.3334,0,2,0,0,0
323-25,14.6668,0,12.0001,2.6667,12.0001,2.6667,4.0001,0.6667,8,2,0,0
323-29,16,0,14,2,14,2,7.3333,1.3333,6.6667,0.6667,0,0
323-33,23.3334,0,22.6667,0.6667,22.6667,0.6667,7.3334,0.6667,15.3333,0,0,0
323-37,35.3335,0,34.6668,0.6667,34.6668,0.6667,22.6668,0.6667,12,0,0,0
323-41,50.6668,0,44.0001,6.6667,44.0001,6.6667,31.3334,6.6667,12.6667,0,0,0
323-45,34.0001,0,32.0001,2,32.0001,2,32.0001,1.3333,0,0.6667,0,0
323-49,63.3334,0,55.3334,8,55.3334,8,55.3334,6,0,2,0,0
323-5,11.3334,0,8.6667,2.6667,8.6667,2.6667,2.6667,0.6667,6,2,0,0
323-53,34.6668,0,30.0001,4.6667,29.3334,4.6667,17.3334,1.3333,12,3.3334,0.6667,0
323-57,60.6667,0,54.6665,6.0002,54.6665,5.3335,37.3332,2.6667,17.3333,2.6668,0,0
323-61,52.6666,0,37.3333,15.3333,37.3333,14.6666,23.3333,10.6666,14,4,0,0
323-65,52.6667,0,44.6667,8,42,8,31.3333,2,10.6667,6,0,0
323-69,26.0001,0,24.6668,1.3333,22.6668,1.3333,10.0001,0,12.6667,1.3333,0,0
323-73,16.6668,0,13.3334,3.3334,13.3334,3.3334,6.6667,0,6.6667,3.3334,0,0
323-77,29.3336,0,27.3335,2.0001,27.3335,1.3334,19.3335,0.6667,8,0.6667,0,0
323-81,26.0002,0,24.6668,1.3334,24.0001,1.3334,9.3334,0,14.6667,1.3334,0,0
323-85,11.3335,0,8.6667,2.6668,8,2.0001,3.3333,0.6667,4.6667,1.3334,0,0
323-9,31.3334,0,31.3334,0,30.6667,0,8.6667,0,22,0,0,0
324-1,1.3334,0,0.6667,0.6667,0,0.6667,0,0.6667,0,0,0,0
324-13,0.6667,0,0,0.6667,0,0.6667,0,0,0,0.6667,0,0
324-17,95.3334,0,92,3.3334,92,3.3334,53.3333,2,38.6667,1.3334,0,0
324-21,118.0001,0,118.0001,0,118.0001,0,39.3334,0,78.6667,0,0,0
324-25,30.6668,0,29.3334,1.3334,28.6667,1.3334,0.6667,0.6667,28,0.6667,0,0
324-29,25.3334,0,24.6667,0.6667,24,0,0.6667,0,23.3333,0,0,0
324-33,15.3334,0,14.6667,0.6667,14.6667,0.6667,0.6667,0,14,0.6667,0,0
324-37,7.3333,0,6,1.3333,5.3333,1.3333,0,0,5.3333,1.3333,0,0
324-41,7.3333,0,4.6666,2.6667,3.3333,2,2,0,1.3333,2,0,0
324-45,2,0,1.3333,0.6667,1.3333,0.6667,0,0,1.3333,0.6667,0,0
324-5,4.6667,0,1.3333,3.3334,1.3333,2.6667,1.3333,2,0,0.6667,0,0
324-53,6,0,5.3333,0.6667,5.3333,0.6667,0,0,5.3333,0.6667,0,0
324-57,3.3334,0,2.6667,0.6667,2.6667,0.6667,0,0,2.6667,0.6667,0,0
324-61,1.3334,0,0,1.3334,0,1.3334,0,0,0,1.3334,0,0
324-65,16.0002,0,14.6668,2.0001,13.3334,1.3334,1.3334,0,12,1.3334,0,0
324-69,4.0001,0,0.6667,3.3334,0.6667,3.3334,0.6667,0.6667,0,2.6667,0,0
324-73,12.6669,0,8.0001,4.6668,8.0001,4.6668,1.3334,0.6667,6.6667,4.0001,0,0
324-77,4.0001,0,2.6667,1.3334,2,1.3334,0,0,2,1.3334,0,0
324-81,1.3334,0,0,1.3334,0,0.6667,0,0,0,0.6667,0,0
324-9,12.0001,0,9.3333,2.6668,2,2.0001,2,0,0,2.0001,0,0
325-1,8.0001,0,3.3334,4.6667,2.6667,4.6667,2,0,0.6667,4.6667,0,0
325-13,6.0001,0,2.6667,4.0001,2,3.3334,2,1.3334,0,2,0,0
325-17,0.6667,0,0.6667,0,0.6667,0,0.6667,0,0,0,0,0
325-21,1.3333,0,1.3333,0,1.3333,0,1.3333,0,0,0,0,0
325-25,2.6668,0,2.6668,0,2.0001,0,2.0001,0,0,0,0,0
325-29,3.3334,0,1.3334,2,0.6667,2,0.6667,0,0,2,0,0
325-33,20.6669,0,14.6668,6.0001,10.6667,6.0001,2,0,8.6667,6.0001,0,0
325-37,74.0001,0,67.3333,6.6668,66.6666,6.0001,53.3333,0,13.3333,6.0001,0,0
325-41,8.6666,0,8.6666,0,2,0,2,0,0,0,1.3333,0
325-45,10.0001,0,8.6667,1.3334,6.6667,1.3334,4,0,2.6667,1.3334,0,0
325-49,14.6667,0,14,0.6667,10,0.6667,10,0,0,0.6667,0,0
325-5,4.6668,0,2.6668,2.6667,1.3334,2,1.3334,0,0,2,0,0
325-53,34.0002,0,26.6667,7.3335,20,7.3335,20,0,0,7.3335,0,0
325-57,11.3336,0,5.3335,6.0001,5.3335,6.0001,5.3335,0,0,6.0001,0,0
325-61,8.0001,0,4.6667,3.3334,3.3334,3.3334,3.3334,0.6667,0,2.6667,0,0
325-65,3.3334,0,0.6667,2.6667,0.6667,2.6667,0.6667,0,0,2.6667,0,0
325-69,0.6667,0,0,0.6667,0,0.6667,0,0,0,0.6667,0,0
325-73,2.6667,0,1.3333,1.3334,1.3333,1.3334,1.3333,0.6667,0,0.6667,0,0
325-77,18.6667,0,14.6667,4,14,4,6.6667,4,7.3333,0,0.6667,0
325-81,34.0005,0,17.3337,17.3335,16.667,16.0001,12.0003,3.3333,4.6667,12.6668,0,0
325-9,7.3336,0,4.6669,2.6667,4.0002,2.6667,3.3335,0.6667,0.6667,2,0,0
326-13,54.667,0,45.3335,9.3335,36.6668,9.3335,12.0001,4.0001,24.6667,5.3334,8,0
326-21,44.0003,0,31.3335,14.6668,24.6668,12.6668,16.6668,5.3334,8,7.3334,2,0
326-29,67.3338,0,48.667,18.6668,34.667,18.0001,30.667,4.6667,4,13.3334,2.6667,0
326-37,115.9995,1.3333,93.333,21.3332,53.3331,21.3332,46.6664,1.3333,6.6667,19.9999,0,0
326-5,36.6671,0,29.3337,7.3334,25.3336,7.3334,5.3336,1.3334,20,6,2.6667,0
326-53,135.9994,0,95.9996,39.9998,78.6664,33.3331,75.9998,9.3333,2.6666,23.9998,0,0
328-1,98.667,0,69.3335,30.0002,60.6668,28.6668,20.0001,20.6668,40.6667,8,0,0
328-13,72.6668,0.6667,42.6667,29.3334,37.3333,26.0001,20.6666,17.3334,16.6667,8.6667,0,0
328-17,77.3335,0,32.0001,45.3334,28.0001,44.6667,19.3334,31.3334,8.6667,13.3333,1.3333,0
328-21,67.3337,0.6667,38.0002,28.6668,35.3335,26.6668,27.3335,10.6666,8,16.0002,0,0
328-25,150.0003,0.6667,45.3334,104.6669,37.3333,102.6668,33.3333,90.6668,4,12,2,0
328-29,144.6669,0,65.3333,80.6669,56,74.6669,56,65.3334,0,9.3335,0,0
328-33,39.9999,0,17.3335,22.6664,16.0002,22.6664,11.3335,9.3332,4.6667,13.3332,0,0
328-37,100.0006,0,54.6671,48.0002,44.0002,38.6668,30.6669,12.6667,13.3333,26.0001,0.6667,0
328-41,562.6671,0,346.6669,229.3336,266.6667,205.3334,237.3334,104.0001,29.3333,101.3333,2.6667,0
328-45,36.6669,0,22.0002,15.3334,14.0001,12.6667,6.0001,6.6667,8,6,0,0
328-49,48.667,0,32.0002,17.3335,27.3335,15.3335,6.0002,6,21.3333,9.3335,0,0
328-5,78.0004,0,66.0003,12.6668,64.0002,11.3334,21.3335,0,42.6667,11.3334,0,0
328-53,37.3333,0,21.9998,15.3335,12.6665,15.3335,7.3332,8.0001,5.3333,7.3334,2,0
328-57,200.0002,0,143.3334,57.3335,138.6666,54.0001,123.9999,42.6668,14.6667,11.3333,0.6667,0
328-9,378.6673,0,310.6668,77.3338,266.0001,66.6671,202.0001,30.0002,64,36.6669,2.6667,0
330-1,36.6669,0,34.6668,2.0001,34.0001,1.3334,26.6667,0.6667,7.3334,0.6667,0,0
330-13,457.3335,0,453.3334,4.0001,452,2.6667,432,2,20,0.6667,0,0
330-17,982.6668,0,980.0001,2.6667,979.3334,2.6667,964.0001,2,15.3333,0.6667,0.6667,0
330-21,1746.667,0,1730.6668,16.0002,1726.0001,14.0002,1697.3334,10.6667,28.6667,3.3335,0.6667,0
330-25,4067.3336,0,4055.3334,12.0002,4054.0001,9.3335,4050.6668,2.6667,3.3333,6.6668,0,0
330-29,1430.0004,0,1420.6669,9.3335,1419.3335,4.6668,1400.0002,1.3334,19.3333,3.3334,0.6667,0
330-33,311.3334,0,306.6667,4.6667,306,1.3334,294.6667,0,11.3333,1.3334,0,0
330-37,384.0002,0,378.6668,5.3334,378.6668,5.3334,351.3335,0.6667,27.3333,4.6667,0,0
330-41,373.3335,0,366.6668,6.6667,363.3335,5.3333,342.6668,0,20.6667,5.3333,2,0
330-45,294.0003,0,284.0002,10.0001,282.0001,10.0001,247.3334,3.3334,34.6667,6.6667,0.6667,0
330-49,130.6668,0,126,4.6668,126,4.6668,119.3333,4.0001,6.6667,0.6667,0,0
330-5,1153.3334,0,1150.0001,3.3333,1150.0001,2,1097.3334,0,52.6667,2,0,0
330-53,34.6669,0,29.3335,5.3334,28.0001,4.6667,23.3334,0.6667,4.6667,4,0,0
330-57,12.0001,0,7.3334,4.6667,7.3334,4.6667,7.3334,0,0,4.6667,0,0
330-61,3.3334,0,3.3334,0,3.3334,0,2.6667,0,0.6667,0,0,0
330-65,4,0,4,0,3.3333,0,2,0,1.3333,0,0,0
330-69,2.0001,0,2.0001,0,1.3334,0,1.3334,0,0,0,0,0
330-73,46.6667,0,39.3333,7.3334,38.6666,7.3334,6,0.6667,32.6666,6.6667,0,0
330-77,6.6667,0,6,0.6667,5.3333,0.6667,0,0,5.3333,0.6667,0,0
330-81,44.6667,0,44,0.6667,43.3333,0.6667,28,0,15.3333,0.6667,0,0
330-85,76.0003,0,72.6669,3.3334,72.0002,2.6667,38.0002,1.3333,34,1.3334,0.6667,0
330-9,1261.3334,0,1257.3334,4,1257.3334,4,1257.3334,2,0,2,0,0
332-1,0.6667,0,0,0.6667,0,0.6667,0,0.6667,0,0,0,0
332-13,25.3334,0,24.6667,0.6667,23.3334,0.6667,1.3334,0,22,0.6667,0,0
332-17,26.0002,0,22.0001,4.0001,20.0001,3.3334,9.3334,0.6667,10.6667,2.6667,0,0
332-21,88.6672,0,73.3336,15.3336,72.0002,14.6669,24.0002,1.3334,48,13.3335,0,0
332-25,89.3335,2,72.6667,14.6668,66.6667,11.3334,40.6667,4.6667,26,6.6667,0.6667,0
332-29,512.0006,0,400.0004,117.3335,349.3337,98.6668,298.667,21.3334,50.6667,77.3334,0,0
332-33,62.0002,1.3333,43.3334,17.3335,38.0001,16.0001,20.0001,11.3334,18,4.6667,0,0
332-37,114.0001,1.3333,64.6668,48,48.6668,46,28.0001,31.3333,20.6667,14.6667,1.3333,0
332-41,107.9996,1.3333,69.3332,38.6664,57.3333,33.3332,34.6666,29.3333,22.6667,3.9999,0,0
332-45,312.0006,0,189.3337,125.3336,160.0002,101.3336,104.0002,48.0001,56,53.3335,2.6667,0
332-49,290.6672,2.6667,189.3336,104.0002,160.0003,82.6669,114.667,48.0001,45.3333,34.6668,0,0
332-5,18.6667,0,17.3333,1.3334,16,1.3334,1.3333,0,14.6667,1.3334,0,0
332-53,501.3343,0,330.6674,173.3336,256.0005,144.0002,194.6672,85.3334,61.3333,58.6668,2.6667,0
332-57,234.6675,0,144.0006,96.0003,130.6671,85.3336,66.6671,37.3335,64,48.0001,2.6667,0
332-61,143.9993,1.3333,83.9996,58.6664,74.6664,58.6664,42.6664,30.6666,32,27.9998,1.3333,0
332-65,219.9993,0,125.3328,94.6665,102.6663,82.6666,69.333,52,33.3333,30.6666,0,0
332-69,320.0003,0,256.0002,66.0001,243.3335,60.0001,191.3335,28.6667,52,31.3334,0.6667,0
332-73,255.9996,0,193.3331,63.9998,187.9998,59.9999,22.6665,33.3333,165.3333,26.6666,0,0
332-77,275.9999,0,189.3331,89.3334,178.6665,84.0001,90.6665,28,88,56.0001,4,0
332-81,480.0008,0,328.0006,157.3335,296.0005,130.6668,184.0005,50.6667,112,80.0001,5.3334,0
332-9,44.6666,0,39.3333,5.3333,39.3333,4,4,0,35.3333,4,0,0
333-1,15.3335,0,10,5.3335,10,5.3335,4.6667,2.0001,5.3333,3.3334,0,0
333-13,22.0003,0,12.6668,10.0002,11.3334,8.6668,7.3334,4.6667,4,4.0001,0,0
333-17,32.0004,0,14.0002,19.3335,12.6669,18.0002,12.6669,4.6668,0,13.3334,0,0
333-21,33.3334,0,24.6666,10.0001,22.6666,8.0001,18.6666,1.3334,4,6.6667,0,0
333-25,23.3337,0,16.6668,8.0002,14.6668,4.6668,12.0001,1.3334,2.6667,3.3334,0,0
333-29,373.3336,0,280.0002,98.6667,181.3334,82.6667,165.3334,42.6667,16,40,2.6667,0
333-33,84.667,0,53.3334,32.6669,43.3335,26.6669,43.3335,9.3334,0,17.3335,0,0
333-5,32.0002,0,23.3335,8.6667,23.3335,8.6667,9.3335,0,14,8.6667,0,0
333-9,12.6669,0,8.6668,4.6668,8.0001,4.0001,6.0001,2,2,2.0001,0,0
336-1,7.3333,0,6.6666,0.6667,6.6666,0.6667,6.6666,0,0,0.6667,0,0
336-13,67.3335,0.6667,54.6668,12,50.0001,10.6666,49.3334,6.6666,0.6667,4,1.3333,0
